Paper ID	Conference	Year	Title	DOI	Link	First Page	Last Page	IEEE Xplore Article Number	INSPEC Controlled	INSPEC Non-Controlled	IEEE Terms	Author Keywords	Abstract	Author Names	Author Affiliations	Author IDs
	VAST	Oct. 31 2006-Nov. 2 2006	Time Tree: Exploring Time Changing Hierarchies	10.1109/VAST.2006.261450	http://dx.doi.org/10.1109/VAST.2006.261450	3	10	4035741	data visualisation;graphical user interfaces;tree data structures	TimeTree;hierarchical organization chart;hierarchy visualization;individual career path;intelligence analysis;knowledge representation;organization information gathering;time changing hierarchy	Aggregates;Chromium;Data visualization;Engineering profession;History;Information analysis;Navigation;Organization Charts;Tree graphs;Visual analytics	DOI Tree;TimeTree;organizational chart;timeseries data;tree visualization;visual analytics	Intelligence analysis often involves the task of gathering information about an organization. Knowledge about individuals in an organization and their relationships, often represented as a hierarchical organization chart, is crucial for understanding the organization. However, it is difficult for intelligence analysts to follow all individuals in an organization. Existing hierarchy visualizations have largely focused on the visualization of fixed structures and can not effectively depict the evolution of a hierarchy over time. We introduce TimeTree, a novel visualization tool designed to enable exploration of a changing hierarchy. TimeTree enables analysts to navigate the history of an organization, identify events associated with a specific entity (visualized on a TimeSlider), and explore an aggregate view of an individual's career path (a CareerTree). We demonstrate the utility of TimeTree by investigating a set of scenarios developed by an expert intelligence analyst. The scenarios are evaluated using a real dataset composed of eighteen thousand career events from more than eight thousand individuals. Insights gained from this analysis are presented	Card, S.K.;Suh, B.;Pendleton, B.A.;Heer, J.;Bodnar, J.W.	Palo Alto Res. Center, CA|c|;;;;	37444594200;37823184000;37830268500;37550791300;37830251400
	VAST	Oct. 31 2006-Nov. 2 2006	Visual Exploration of Spatio-temporal Relationships for Scientific Data	10.1109/VAST.2006.261451	http://dx.doi.org/10.1109/VAST.2006.261451	11	18	4035742	data mining;data visualisation;graphical user interfaces;scientific information systems;visual databases	analysis algorithm;features extraction;knowledge discovery process;spatio-temporal relationship;temporally-varying scientific dataset;visual analysis system;visual interface	Bifurcation;Computational fluid dynamics;Computer science;Data engineering;Data mining;Feature extraction;Merging;Spatial databases;Visual analytics;Visual databases	D.2.2 [Design Tools and Techniques]: User Interfaces;Feature Extraction;H.2.8 [Database Applications]: Data Mining;H.2.8 [Database Applications]: Scientific Databases;Knowledge Discovery;Scientific Analytics;Spatio-temporal Predicates;Trajectory Analysis;Visual Analytics	Spatio-temporal relationships among features extracted from temporally-varying scientific datasets can provide useful information about the evolution of an individual feature and its interactions with other features. However, extracting such useful relationships without user guidance is cumbersome and often an error prone process. In this paper, we present a visual analysis system that interactively discovers such relationships from the trajectories of derived features. We describe analysis algorithms to derive various spatial and spatio-temporal relationships. A visual interface is presented using which the user can interactively select spatial and temporal extents to guide the knowledge discovery process. We show the usefulness of our proposed algorithms on datasets originating from computational fluid dynamics. We also demonstrate how the derived relationships can help in explaining the occurrence of critical events like merging and bifurcation of the vortices	Mehta, S.;Parthasarathy, S.;Machiraju, R.	Comput. Sci. & Eng., Ohio State Univ., Columbus, OH|c|;;	37275792500;37269057900;37269516700
	VAST	Oct. 31 2006-Nov. 2 2006	Visual Analytics of Paleoceanographic Conditions	10.1109/VAST.2006.261452	http://dx.doi.org/10.1109/VAST.2006.261452	19	26	4035743	geophysics;geophysics computing;oceanographic techniques;oceanography	El Nino;analytical method;climate change forecasting;climatic condition;decade scale oceanic phenomena;global weather anomaly;interactive visual analysis;interactive visual interface;paleo time-series;paleoceanographic condition;paleoceanography;paleodata;visual analytics	Geology;History;Humans;Hurricanes;Image reconstruction;Laboratories;Ocean temperature;Time series analysis;Visual analytics;Weather forecasting	H.1.2 [User/Machine Systems]: Human information processingÂ¿Visual Analytics;Infovis;J.2 [Physical Sciences and Engineering]: Earth and atmospheric sciencesÂ¿Applications;exploratory analysis;multiple linked views;parallel coordinates	Decade scale oceanic phenomena like El Nino are correlated with weather anomalies all over the globe. Only by understanding the events that produced the climatic conditions in the past will it be possible to forecast abrupt climate changes and prevent disastrous consequences for human beings and their environment. Paleoceanography research is a collaborative effort that requires the analysis of paleo time-series, which are obtained from a number of independent techniques and instruments and produced by a variety of different researchers and/or laboratories. The complexity of these phenomena that consist of massive, dynamic and often conflicting data can only be faced by means of analytical reasoning supported by a highly interactive visual interface. This paper presents an interactive visual analysis environment for paleoceanography that permits to gain insight into the paleodata and allow the control and steering of the analytical methods involved in the reconstruction of the climatic conditions of the past	Theron, R.	Departamento de Informalica y Automatica, Univ. de Salamanca|c|	37265587000
	VAST	Oct. 31 2006-Nov. 2 2006	Avian Flu Case Study with nSpace and GeoTime	10.1109/VAST.2006.261427	http://dx.doi.org/10.1109/VAST.2006.261427	27	34	4035744	data visualisation;diseases;graphical user interfaces	GeoTime analysis tool;analytical synergy;avian flu case study;epidemiology analysis;geo-temporal analysis;information triage;knowledge acquisition;nSpace analysis tool;visual analytics	Collaborative work;Graphical user interfaces;Influenza;Information analysis;Information retrieval;NIST;Performance analysis;Time series analysis;Visual analytics;Visualization	geo-spatial information systems;human information interaction;information visualization;sense making;temporal analysis;user centered design;visual analytics	GeoTime and nSpace are new analysis tools that provide innovative visual analytic capabilities. This paper uses an epidemiology analysis scenario to illustrate and discuss these new investigative methods and techniques. In addition, this case study is an exploration and demonstration of the analytical synergy achieved by combining GeoTime's geo-temporal analysis capabilities, with the rapid information triage, scanning and sense-making provided by nSpace. A fictional analyst works through the scenario from the initial brainstorming through to a final collaboration and report. With the efficient knowledge acquisition and insights into large amounts of documents, there is more time for the analyst to reason about the problem and imagine ways to mitigate threats. The use of both nSpace and GeoTime initiated a synergistic exchange of ideas, where hypotheses generated in either software tool could be cross-referenced, refuted, and supported by the other tool	Proulx, P.;Tandon, S.;Bodnar, A.;Schroh, D.;Harper, R.;Wright, W.	Oculus Info Inc., Toronto, Ont.|c|;;;;;	37604342500;37823346300;37830130500;37704437400;37594531000;37654961400
	VAST	Oct. 31 2006-Nov. 2 2006	Visual Analysis of Historic Hotel Visitation Patterns	10.1109/VAST.2006.261428	http://dx.doi.org/10.1109/VAST.2006.261428	35	42	4035745	behavioural sciences computing;data visualisation;hotel industry;social sciences computing;spreadsheet programs	complex social network;consumer behavior analysis;display cyclic pattern;distributed online evaluation;geographic event;historic hotel visitation pattern;human geography;improvise visualization;intelligence analysis;iterative data collection;visual identification analysis;wrapping spreadsheet technique	Calendars;Consumer behavior;Data visualization;Displays;Geography;Humans;Intelligent networks;Pattern analysis;Social network services;Wrapping	D.2.2 [Software Engineering]: Design Tools and TechniquesÂ¿User Interfaces;Geovisualization;H.5.2 [Information Systems]: Information Interfaces and PresentationÂ¿User Interfaces;coordinated multiple views;exploratory visualization;historical geography;travel pattern analysis	Understanding the space and time characteristics of human interaction in complex social networks is a critical component of visual tools for intelligence analysis, consumer behavior analysis, and human geography. Visual identification and comparison of patterns of recurring events is an essential feature of such tools. In this paper, we describe a tool for exploring hotel visitation patterns in and around Rebersburg, Pennsylvania from 1898-1900. The tool uses a wrapping spreadsheet technique, called reruns, to display cyclic patterns of geographic events in multiple overlapping natural and artificial calendars. Implemented as an improvise visualization, the tool is in active development through a iterative process of data collection, hypothesis, design, discovery, and evaluation in close collaboration with historical geographers. Several discoveries have inspired ongoing data collection and plans to expand exploration to include historic weather records and railroad schedules. Distributed online evaluations of usability and usefulness have resulted in numerous feature and design recommendations	Weaver, C.;Fyfe, D.;Robinson, A.;Holdsworth, D.;Peuquet, D.;MacEachren, A.M.	Dept. of Geogr., Pennsylvania State Univ.|c|;;;;;	37564883300;37830097900;37829187900;37838441900;37830095400;37374699000
	VAST	Oct. 31 2006-Nov. 2 2006	D-Dupe: An Interactive Tool for Entity Resolution in Social Networks	10.1109/VAST.2006.261429	http://dx.doi.org/10.1109/VAST.2006.261429	43	50	4035746	data mining;interactive systems;social sciences computing;user interfaces	D-Dupe interactive tool;data mining algorithm;data quality problem;entity resolution;entity-resolution;social network analysis;social network visualization;task-specific network visualization;task-specific visual interface		Data cleaning and integration;H.2.8 [Information Systems]: Database ApplicationsÂ¿Data mining;H.5.2 [Information Interfaces and Presentation]: User InterfacesÂ¿User-centered design;user interfaces;visual analytics;visual data mining	Visualizing and analyzing social networks is a challenging problem that has been receiving growing attention. An important first step, before analysis can begin, is ensuring that the data is accurate. A common data quality problem is that the data may inadvertently contain several distinct references to the same underlying entity; the process of reconciling these references is called entity-resolution. D-Dupe is an interactive tool that combines data mining algorithms for entity resolution with a task-specific network visualization. Users cope with complexity of cleaning large networks by focusing on a small subnetwork containing a potential duplicate pair. The subnetwork highlights relationships in the social network, making the common relationships easy to visually identify. D-Dupe users resolve ambiguities either by merging nodes or by marking them distinct. The entity resolution process is iterative: as pairs of nodes are resolved, additional duplicates may be revealed; therefore, resolution decisions are often chained together. We give examples of how users can flexibly apply sequences of actions to produce a high quality entity resolution result. We illustrate and evaluate the benefits of D-Dupe on three bibliographic collections. Two of the datasets had already been cleaned, and therefore should not have contained duplicates; despite this fact, many duplicates were rapidly identified using D-Dupe's unique combination of entity resolution algorithms within a task-specific visual interface	Bilgic, M.;Licamele, L.;Getoor, L.	Maryland Univ., College Park, MD|c|;;	37831461700;37829618300;37829614900
	VAST	Oct. 31 2006-Nov. 2 2006	Interactive Visual Synthesis of Analytic Knowledge	10.1109/VAST.2006.261430	http://dx.doi.org/10.1109/VAST.2006.261430	51	58	4035747	data mining;data visualisation;graphical user interfaces;groupware;interactive systems	analytic knowledge;evolving corpus automatic management;information annotation;interactive visual synthesis;progressive visual analysis;synthesized knowledge;user-system cooperative visual synthesis;visual investigation;visual knowledge discovery	Calendars;Context;Data visualization;Information analysis;Information systems;Joining processes;Knowledge management;Network synthesis;Performance analysis;Visual analytics	H.1.2 [Information Systems]: Models and PrinciplesÂ¿User/Machine Systems H.5.1 [Information Systems]:;Intelligence analysis;Problem-solving solving environments;Visual Analytics;Visual Knowledge Discovery	"A visual investigation involves both the examination of existing information and the synthesis of new analytic knowledge. This is a progressive process in which newly synthesized knowledge becomes the foundation for future discovery. In this paper, we present a novel system supporting interactive, progressive synthesis of analytic knowledge. Here we use the term ""analytic knowledge"" to refer to concepts that a user derives from existing data along with the evidence supporting such concepts. Unlike existing visual analytic-tools, which typically support only exploration of existing information, our system offers two unique features. First, we support user-system cooperative visual synthesis of analytic knowledge from existing data. Specifically, users can visually define new concepts by annotating existing information, and refine partially formed concepts by linking additional evidence or manipulating related concepts. In response to user actions, our system can automatically manage the evolving corpus of synthesized knowledge and its corresponding evidence. Second, we support progressive visual analysis of synthesized knowledge. This feature allows analysts to visually explore both existing knowledge and synthesized knowledge, dynamically incorporating earlier analytic conclusions into the ensuing discovery process. We have applied our system to two complex but very different analytic applications. Our preliminary evaluation shows the promise of our work"	Gotz, D.;Zhou, M.X.;Aggarwal, V.	IBM T. J. Watson Res. Center, Yorktown Heights, NY|c|;;	37601397400;37399569300;37567125300
	VAST	Oct. 31 2006-Nov. 2 2006	Visual Analysis of Conflicting Opinions	10.1109/VAST.2006.261431	http://dx.doi.org/10.1109/VAST.2006.261431	59	66	4035748	classification;computational linguistics;data visualisation;decision trees	The Da Vinci Code;conflicting opinion;conflicting reviews;decision tree;feature selection process;feature space dimensionality reduction;log likelihood test;negative reviews;positive reviews;predictive term;semantic analysis;statistic association analysis;syntactic analysis;term variation pattern;terminology variation analysis;visual analysis;visualization tool	Chaos;Chromium;Decision trees;Pattern analysis;Statistical analysis;Terminology;Testing;User interfaces;Visual analytics;Visualization	Visual analytics;conflicting opinions;decision tree;predictive text analysis;sense making;terminology variation	Understanding the nature and dynamics of conflicting opinions is a profound and challenging issue. In this paper we address several aspects of the issue through a study of more than 3,000 Amazon customer reviews of the controversial bestseller The Da Vinci Code, including 1,738 positive and 918 negative reviews. The study is motivated by critical questions such as: what are the differences between positive and negative reviews? What is the origin of a particular opinion? How do these opinions change over time? To what extent can differentiating features be identified from unstructured text? How accurately can these features predict the category of a review? We first analyze terminology variations in these reviews in terms of syntactic, semantic, and statistic associations identified by TermWatch and use term variation patterns to depict underlying topics. We then select the most predictive terms based on log likelihood tests and demonstrate that this small set of terms classifies over 70% of the conflicting reviews correctly. This feature selection process reduces the dimensionality of the feature space from more than 20,000 dimensions to a couple of hundreds. We utilize automatically generated decision trees to facilitate the understanding of conflicting opinions in terms of these highly predictive terms. This study also uses a number of visualization and modeling tools to identify not only what positive and negative reviews have in common, but also they differ and evolve over time	Chen, C.;SanJuan, E.;Weaver, C.	Drexel Univ., Philadelphia, PA|c|;;	37280749300;37840812000;37564883300
	VAST	Oct. 31 2006-Nov. 2 2006	Have Green - A Visual Analytics Framework for Large Semantic Graphs	10.1109/VAST.2006.261432	http://dx.doi.org/10.1109/VAST.2006.261432	67	74	4035749	data visualisation;semantic networks	Have Green;graph visualization;information analytics;information visualization;network visualization;semantic graph;visual analytics framework	Computer displays;Fuses;Information analysis;Laboratories;Ontologies;Pattern analysis;Performance analysis;Software systems;Visual analytics;Visualization	1.6.9 [Visualization] - Information Visualization, Visualization Systems and Software, Visualization Techniques Methodologies;Graph and Network Visualization;Information Analytics;Information Visualization;Visual Analytics	A semantic graph is a network of heterogeneous nodes and links annotated with a domain ontology. In intelligence analysis, investigators use semantic graphs to organize concepts and relationships as graph nodes and links in hopes of discovering key trends, patterns, and insights. However, as new information continues to arrive from a multitude of sources, the size and complexity of the semantic graphs will soon overwhelm an investigator's cognitive capacity to carry out significant analyses. We introduce a powerful visual analytics framework designed to enhance investigators' natural analytical capabilities to comprehend and analyze large semantic graphs. The paper describes the overall framework design, presents major development accomplishments to date, and discusses future directions of a new visual analytics system known as Have Green	Pak Chung Wong;Chin, G.;Foote, H.;Mackey, P.;Thomas, J.	Pacific Northwest Nat. Lab., Richland, WA|c|;;;;	37280665600;37284824700;37372586800;37550755900;37273308900
	VAST	Oct. 31 2006-Nov. 2 2006	Exploring Large-Scale Video News via Interactive Visualization	10.1109/VAST.2006.261433	http://dx.doi.org/10.1109/VAST.2006.261433	75	82	4035750	data visualisation;video signal processing	intelligent news video analysis;interactive visualization;large-scale news video;security application;semantic video classification;video visualization system	Computational intelligence;Computer industry;Computer science;Databases;Decision making;Informatics;Information analysis;Investments;Large-scale systems;Visualization	1.2.6 [Artificial Intelligence]: LearningÂ¿Concept learning;1.3.6 [Computer Graphics]: Methodology and TechniquesÂ¿Interaction Techniques;News Visualization;Semantic Video Classification	In this paper, we have developed a novel visualization framework to enable more effective visual analysis of large-scale news videos, where keyframes and keywords are automatically extracted from news video clips and visually represented according to their interestingness measurement to help audiences rind news stories of interest at first glance. A computational approach is also developed to quantify the interestingness measurement of video clips. Our experimental results have shown that our techniques for intelligent news video analysis have the capacity to enable more effective visualization of large-scale news videos. Our news video visualization system is very useful for security applications and for general audiences to quickly find news topics of interest from among many channels	Hangzai Luo;Jianping Fan;Jing Yang;Ribarsky, W.;Satoh, S.	Dept. of Comput. Sci., North Carolina Univ., Charlotte, NC|c|;;;;	37275772500;37271216800;37292632600;37300425000;37823835000
