Paper ID	Conference	Year	Title	DOI	Link	First Page	Last Page	IEEE Xplore Article Number	INSPEC Controlled	INSPEC Non-Controlled	IEEE Terms	Author Keywords	Abstract	Author Names	Author Affiliations	Author IDs
	SciVis+InfoVis+some VAST	Dec. 2012	VisWeek 2012 Keynote Speaker	10.1109/TVCG.2012.290	http://dx.doi.org/10.1109/TVCG.2012.290	xxi	xxi	6327202					"A professional biography of Mary Czerwinski of Microsoft Research is presented. Her speech, which is not included, was entitled: ""Trends and Topics from the Last 17 Years at Microsoft Research."""			
	SciVis+InfoVis+some VAST	Dec. 2012	VisWeek 2012 Capstone Speaker	10.1109/TVCG.2012.289	http://dx.doi.org/10.1109/TVCG.2012.289	xxii	xxii	6327302	data visualisation;photography	graphics;photography;visualization			What you are doing as visualization researchers and developers is critical and, in fact, your role is more important than ever in this age of massive data. I and many others desperately want to use your work, but sometimes I just cannot seem to wrap my head around what you are showing-even if it really looks cool. Cool doesn't cut it for me. This talk will give examples from my own successes and failures in photography and graphics and suggest, with a little imagination and open minds, there might be some lessons learned from my own commitment to delving into and communicating information.	Frankel, F.		38489079400
	SciVis+InfoVis+some VAST	Dec. 2012	Generalized Topological Simplification of Scalar Fields on Surfaces	10.1109/TVCG.2012.228	http://dx.doi.org/10.1109/TVCG.2012.228	2005	2013	6327204	C++ language;computational geometry;iterative methods;mesh generation	C++ implementation;combinatorial algorithm;critical points;data-fitting purpose;feature selection;generalized topological simplification;geometry processing;input function topology;iterative algorithm;multisaddles;numerical noise;numerical solvers;scalar field design;standard ϵ-simplification;sublevel sets;sur-level sets;surface mesh;topological noise robust pruning;triangulated surfaces	Algorithm design and analysis;Geometry;Level set;Noise measurement;Robustness;Topology	Scalar field visualization;scalar field design;topological simplification		Tierny, J.;Pascucci, V.	Telecom ParisTech, Paris, France|c|;	37298870300;37284312600
	SciVis+InfoVis+some VAST	Dec. 2012	Computing Morse-Smale Complexes with Accurate Geometry	10.1109/TVCG.2012.209	http://dx.doi.org/10.1109/TVCG.2012.209	2014	2022	6327205	computational geometry;data analysis;data visualisation;mesh generation;natural sciences computing;probability;randomised algorithms	MS complex;Morse-Smale complex computation;deterministic variant;domain mesh resolution;function ordered traversals;geometry;probability;randomized algorithm;real-world data;scalar field discrete gradient;scientific data analysis;scientific data visualization;standard deviation;synthetic data;topological techniques	Algorithm design and analysis;Geometry;Manifolds;Robustness;Standards;Topology;Vectors	Morse-Smale complex;Topology;topological methods	Topological techniques have proven highly successful in analyzing and visualizing scientific data. As a result, significant efforts have been made to compute structures like the Morse-Smale complex as robustly and efficiently as possible. However, the resulting algorithms, while topologically consistent, often produce incorrect connectivity as well as poor geometry. These problems may compromise or even invalidate any subsequent analysis. Moreover, such techniques may fail to improve even when the resolution of the domain mesh is increased, thus producing potentially incorrect results even for highly resolved functions. To address these problems we introduce two new algorithms: (i) a randomized algorithm to compute the discrete gradient of a scalar field that converges under refinement; and (ii) a deterministic variant which directly computes accurate geometry and thus correct connectivity of the MS complex. The first algorithm converges in the sense that on average it produces the correct result and its standard deviation approaches zero with increasing mesh resolution. The second algorithm uses two ordered traversals of the function to integrate the probabilities of the first to extract correct (near optimal) geometry and connectivity. We present an extensive empirical study using both synthetic and real-world data and demonstrates the advantages of our algorithms in comparison with several popular approaches.	Gyulassy, A.;Bremer, P.;Pascucci, V.	SCI Inst., Univ. of Utah, Salt Lake City, UT, USA|c|;;	37870001700;37564112000;37284312600
	SciVis+InfoVis+some VAST	Dec. 2012	Visualization of Temporal Similarity in Field Data	10.1109/TVCG.2012.284	http://dx.doi.org/10.1109/TVCG.2012.284	2023	2032	6327206	data analysis;data visualisation;inspection;interactive systems;matrix algebra	correlation extraction;field data temporal variation;interactive technique;quasiperiodic behavior extraction;similarity matrices;spatial relationships;temporal relationships;temporal similarity visualization approach;time-dependent data analysis techniques;univariate function temporal similarity;visual exploration;visual inspection;visual interaction	Context awareness;Correlation;Data visualization;Information analysis;Machine learning;Smoothing methods	Time-dependent fields;comparative visualization;interactive recurrence analysis;similarity analysis	This paper presents a visualization approach for detecting and exploring similarity in the temporal variation of field data. We provide an interactive technique for extracting correlations from similarity matrices which capture temporal similarity of univariate functions. We make use of the concept to extract periodic and quasiperiodic behavior at single (spatial) points as well as similarity between different locations within a field and also between different data sets. The obtained correlations are utilized for visual exploration of both temporal and spatial relationships in terms of temporal similarity. Our entire pipeline offers visual interaction and inspection, allowing for the flexibility that in particular time-dependent data analysis techniques require. We demonstrate the utility and versatility of our approach by applying our implementation to data from both simulation and measurement.	Frey, S.;Sadlo, F.;Ertl, T.	Visualization Res. Center (VISUS), Univ. of Stuttgart, Stuttgart, Germany|c|;;	37553894500;37282541900;37268023800
	SciVis+InfoVis+some VAST	Dec. 2012	Visualizing Nuclear Scission through a Multifield Extension of Topological Analysis	10.1109/TVCG.2012.287	http://dx.doi.org/10.1109/TVCG.2012.287	2033	2040	6327207	data visualisation;density functional theory;digital simulation;fission;nuclear engineering computing	DFT simulations;JCN visualization;aesthetic criteria analysis;atomic nucleus;complex interaction modelling;density functional theory;fission;joint contour net;multivariate scalar field topological analysis;nuclear science;nuclear scission detection;nuclear scission visualization;topological analysis multifield extension;univariate fields	Approximation methods;Data visualization;Discrete Fourier transforms;Nuclear physics;Topology;Trajectory	Topology;multifields;scalar fields	In nuclear science, density functional theory (DFT) is a powerful tool to model the complex interactions within the atomic nucleus, and is the primary theoretical approach used by physicists seeking a better understanding of fission. However DFT simulations result in complex multivariate datasets in which it is difficult to locate the crucial `scission' point at which one nucleus fragments into two, and to identify the precursors to scission. The Joint Contour Net (JCN) has recently been proposed as a new data structure for the topological analysis of multivariate scalar fields, analogous to the contour tree for univariate fields. This paper reports the analysis of DFT simulations using the JCN, the first application of the JCN technique to real data. It makes three contributions to visualization: (i) a set of practical methods for visualizing the JCN, (ii) new insight into the detection of nuclear scission, and (iii) an analysis of aesthetic criteria to drive further work on representing the JCN.	Duke, D.;Carr, H.;Knoll, A.;Schunck, N.;Hai Ah Nam;Staszczak, A.	Sch. of Comput., Univ. of Leeds, Leeds, UK|c|;;;;;	37282576200;37282624500;37692671900;38489803900;37410378500;38489287300
	SciVis+InfoVis+some VAST	Dec. 2012	Augmented Topological Descriptors of Pore Networks for Material Science	10.1109/TVCG.2012.200	http://dx.doi.org/10.1109/TVCG.2012.200	2041	2050	6327208	X-ray microscopy;biomineralisation;carbon capture and storage;carbon compounds;computerised tomography;data visualisation;environmental science computing;feature extraction;flow through porous media;flow visualisation;glass;materials science computing;permeability;porosity;synchrotrons	augmented topological descriptors;biomineralization analysis;captured carbon dioxide geologic storage;carbon dioxide concentration reduction;carbon sequestration;experimental data processing;feature extraction;flow through porous networks;geometric descriptors;glass beads;jammed packed bead beds;material permeability;material science;media porosity;monodispersive material;multiscale topological analysis;permeability estimates;pore networks;pore structure visualization;porous networks;segmentation;subsurface process;synchrotron-based X-ray computed microtomography;topological descriptors;underground rock formations	Algorithm design and analysis;Carbon dioxide;Geophysical measurements;Image segmentation;Information analysis;Microscopy;Sequestration	Reeb graph;geometric algorithms;microscopy;persistent homology;segmentation;topological data analysis		Ushizima, D.;Morozov, D.;Weber, G.H.;Bianchi, A.G.C.;Sethian, J.A.;Bethel, E.W.	Comput. Res. Div., Lawrence Berkeley Nat. Lab., Berkeley, CA, USA|c|;;;;;	37393897000;38488906200;37411444100;38490099700;38345723900;38198872100
	SciVis+InfoVis+some VAST	Dec. 2012	KnotPad: Visualizing and Exploring Knot Theory with Fluid Reidemeister Moves	10.1109/TVCG.2012.242	http://dx.doi.org/10.1109/TVCG.2012.242	2051	2060	6327209	data visualisation;interactive systems;mathematics computing;user interfaces	KnotPad;exploratory interface;fluid Reidemeister moves;interactive paper-like system;interactive techniques;knot diagrams;math-aware deformation methods;mathematical knot theory exploration;mathematical knot theory visualization;navigation enhancements;supplementary interface elements;topological drawing	Haptic interfaces;Media;Mice;Rendering (computer graphics);Shape;User interfaces;Visualization	Knot Theory;Math Visualization	We present KnotPad, an interactive paper-like system for visualizing and exploring mathematical knots; we exploit topological drawing and math-aware deformation methods in particular to enable and enrich our interactions with knot diagrams. Whereas most previous efforts typically employ physically based modeling to simulate the 3D dynamics of knots and ropes, our tool offers a Reidemeister move based interactive environment that is much closer to the topological problems being solved in knot theory, yet without interfering with the traditional advantages of paper-based analysis and manipulation of knot diagrams. Drawing knot diagrams with many crossings and producing their equivalent is quite challenging and error-prone. KnotPad can restrict user manipulations to the three types of Reidemeister moves, resulting in a more fluid yet mathematically correct user experience with knots. For our principal test case of mathematical knots, KnotPad permits us to draw and edit their diagrams empowered by a family of interactive techniques. Furthermore, we exploit supplementary interface elements to enrich the user experiences. For example, KnotPad allows one to pull and drag on knot diagrams to produce mathematically valid moves. Navigation enhancements in KnotPad provide still further improvement: by remembering and displaying the sequence of valid moves applied during the entire interaction, KnotPad allows a much cleaner exploratory interface for the user to analyze and study knot equivalence. All these methods combine to reveal the complex spatial relationships of knot diagrams with a mathematically true and rich user experience.	Hui Zhang;Jianguang Weng;Lin Jing;Yiwen Zhong	Pervasive Technol. Inst., Indiana Univ., Bloomington, IN, USA|c|;;;	38490442700;38490274900;38489766500;38490597900
	SciVis+InfoVis+some VAST	Dec. 2012	Visualization of Electrostatic Dipoles in Molecular Dynamics of Metal Oxides	10.1109/TVCG.2012.282	http://dx.doi.org/10.1109/TVCG.2012.282	2061	2068	6327210	alumina;cracks;data visualisation;digital simulation;electronic engineering computing;integrated circuits;molecular dynamics method;oxygen	alumina;aluminum oxide;ceramic;computer simulation;crack propagation simulation;electrostatic dipole visualization;electrostatic property;fractional anisotropy value;glyph representation;induced electric dipole moment visualization;material behavior reproduction;mechanical force;metal oxide;microelectronic device;molecular dynamics simulation;oxygen atom	Anisotropic magnetoresistance;Computational modeling;Data models;Data visualization;Electrostatics;Image color analysis;Surface cracks	Visualization in physical sciences and engineering;glyph-based techniques;point-based data;time-varying data	Metal oxides are important for many technical applications. For example alumina (aluminum oxide) is the most commonly-used ceramic in microelectronic devices thanks to its excellent properties. Experimental studies of these materials are increasingly supplemented with computer simulations. Molecular dynamics (MD) simulations can reproduce the material behavior very well and are now reaching time scales relevant for interesting processes like crack propagation. In this work we focus on the visualization of induced electric dipole moments on oxygen atoms in crack propagation simulations. The straightforward visualization using glyphs for the individual atoms, simple shapes like spheres or arrows, is insufficient for providing information about the data set as a whole. As our contribution we show for the first time that fractional anisotropy values computed from the local neighborhood of individual atoms of MD simulation data depict important information about relevant properties of the field of induced electric dipole moments. Iso surfaces in the field of fractional anisotropy as well as adjustments of the glyph representation allow the user to identify regions of correlated orientation. We present novel and relevant findings for the application domain resulting from these visualizations, like the influence of mechanical forces on the electrostatic properties.	Grottel, S.;Beck, P.;Muller, C.;Reina, G.;Roth, J.;Trebin, H.-R.;Ertl, T.	;;;;;;	37590934100;38489110000;37665809300;37287276500;38489822300;38490641500;37268023800
	SciVis+InfoVis+some VAST	Dec. 2012	Cumulative Heat Diffusion Using Volume Gradient Operator for Volume Analysis	10.1109/TVCG.2012.210	http://dx.doi.org/10.1109/TVCG.2012.210	2069	2077	6327211	chemical engineering computing;computer graphics;diffusion;feature extraction;gradient methods;image classification;shape recognition	LBO;VGO;cumulative heat diffusion;data-driven operator;feature classification;half gradient;heat value;local shape information;shape-based feature extraction;shape-based volume analysis;volume gradient operator;voxel intensity	Diffusion processes;Equations;Heating;Histograms;Shape analysis;Volume measurement	Heat diffusion;classification;shape-based volume analysis;transfer function;volume gradient operator	We introduce a simple, yet powerful method called the Cumulative Heat Diffusion for shape-based volume analysis, while drastically reducing the computational cost compared to conventional heat diffusion. Unlike the conventional heat diffusion process, where the diffusion is carried out by considering each node separately as the source, we simultaneously consider all the voxels as sources and carry out the diffusion, hence the term cumulative heat diffusion. In addition, we introduce a new operator that is used in the evaluation of cumulative heat diffusion called the Volume Gradient Operator (VGO). VGO is a combination of the LBO and a data-driven operator which is a function of the half gradient. The half gradient is the absolute value of the difference between the voxel intensities. The VGO by its definition captures the local shape information and is used to assign the initial heat values. Furthermore, VGO is also used as the weighting parameter for the heat diffusion process. We demonstrate that our approach can robustly extract shape-based features and thus forms the basis for an improved classification and exploration of features based on shape.	Gurijala, K.C.;Lei Wang;Kaufman, A.	Stony Brook Univ., Stony Brook, NY, USA|c|;;	38490235700;38240962400;37268052800
