Paper ID	Conference	Year	Title	DOI	Link	First Page	Last Page	IEEE Xplore Article Number	INSPEC Controlled	INSPEC Non-Controlled	IEEE Terms	Author Keywords	Abstract	Author Names	Author Affiliations	Author IDs
	InfoVis	30-31 Oct. 1995	Visualisation for functional design	10.1109/INFVIS.1995.528680	http://dx.doi.org/10.1109/INFVIS.1995.528680	4	10	528680	CAD;circuit CAD;data visualisation;engineering graphics;interactive systems;user interfaces	Influence Explorer;Prosection Matrix;electronic circuit design;engineering artifact design;functional design;interactive display;manufacturing process;optimisation;visualisation tools	Bridge circuits;Circuit simulation;Design engineering;Design optimization;Displays;Educational institutions;Electronic circuits;Manufacturing processes;Process design;Uncertainty;Visualization		We present two novel visualisation tools: the Influence Explorer and the Prosection Matrix. These were specifically created to support engineering artifact design and similar tasks in which a set of parameter values must be chosen to lead to acceptable artifact performance. These tools combine two concepts. One is the interactive and virtually immediate responsive display of data in a manner conducive to the acquisition of insight. The other, involving the precalculation of samples of artifact performance, facilitates smooth exploration and optimisation leading to a design decision. The anticipated benefits of these visualisation tools are illustrated by an example taken from electronic circuit design, in which full account must be taken of the uncertainties in parameter values arising from inevitable variations in the manufacturing process.	Spence, B.;Tweedie, L.;Dawkes, H.;Hua Su	Dept. of Electr. Eng., Imperial Coll. of Sci., Technol. & Med., London, UK|c|;;;	37342517100;37344652100;37344652800;37351289200
	InfoVis	30-31 Oct. 1995	Towards a generative theory of diagram design	10.1109/INFVIS.1995.528681	http://dx.doi.org/10.1109/INFVIS.1995.528681	11	18	528681	CAD;data visualisation;diagrams;semantic networks	AVE;aesthetics;automatic visualization engine;automatic visualization process;data characterization;diagram design;information visualization;process model;semantic networks	Art;Character generation;Concrete;Data visualization;Dictionaries;Engines;Graphics;IEEE online publications;Information systems;Layout;User interfaces		We describe the theoretical background for AVE, an automatic visualization engine for semantic networks. We have a functional notion of aesthetics and therefore understand meaningfulness as a central issue for information visualization. This implies that the diagrams should communicate the characteristics of the data as effectively as possible. In this generative theory of diagram design, we include data characterization, systematic use of graphical means of expression and the combination of graphical means of expression. After giving a brief introduction and an application scenario we discuss these aspects in detail. Finally, a process model of an automatic visualization process is sketched and directions for further research are outlined.	Reichenberger, K.;Kamps, T.;Golovchinsky, G.	GMD-Inst. for Integrated Publication & Inf. Sci., Darmstadt, Germany|c|;;	37352314100;37357591400;37352316100
	InfoVis	30-31 Oct. 1995	Research report: information animation applications in the capital markets	10.1109/INFVIS.1995.528682	http://dx.doi.org/10.1109/INFVIS.1995.528682	19	25	528682	computer animation;data visualisation;decision support systems;financial data processing;risk management;securities trading	3D computer graphics;capital markets;decision-support tool;equity trading analytics;fixed income trading analytics;fixed-income risk viewing;information animation applications;securities industry;securities market;three dimensional computer graphics;visual design	Animation;Application software;Computer displays;Computer graphics;Data security;Decision making;Humans;Information security;Layout;Risk analysis		3D computer graphics can be extremely expressive. It is possible to display an entire securities market, like the S&P 500, on a single screen. With the correct approach to the visual design of the layout, these massive amounts of information can be quickly and easily comprehended by a human observer. By using motion and animated interaction, it is possible to use 3D as a reliable, accurate and precise decision-support tool. Information animation applications are particularly suited to the securities industry because that is where we find huge amounts of data, the value of which declines rapidly with time, and where critical decisions are being made on this data in very short periods of time. Information animation technology is an important new tool for the securities industry, where people need to be in the decision-making loop without suffering from information overload. Several examples are discussed including equity trading analytics, fixed income trading analytics and fixed-income risk viewing.	Wright, W.	Visible Decisions Inc., Toronto, Ont., Canada|c|	37349630500
	InfoVis	30-31 Oct. 1995	Research report: improving browsing in information by the automatic display layout	10.1109/INFVIS.1995.528683	http://dx.doi.org/10.1109/INFVIS.1995.528683	26	33	528683	computer animation;graphical user interfaces;human factors;information retrieval;user modelling	automatic display layout;automatic layout system;display layouts;graph structured information;graphical representations;information browsing;information network;layout algorithms;manual layout;time consuming;user model;user requests	Animation;Computer displays;Computer networks;Displays;Information retrieval;Layout;Libraries;Network topology;Power system modeling;Stability;Visualization		It is well known that graphical representations could be very helpful to browse in graph structured information. But this promising approach requires the capability of an automatic layout system because the tedious and time consuming task of a manual layout leads to a rejection of this approach by the user. In our approach, we split the task of retrieving information into two phases that are getting the orientation within the network and reading currently visited information. We present layout algorithms for both phases which have the benefit of being flexible and adaptable to individual user requests and ensure the topological consistency, i.e. the stability of the topology of the information layout during a sequence of display layouts. The results show that especially the possibility of an animation of the layout process can assist the user essentially in maintaining the orientation in the information network.	Luders, P.;Ernst, R.	Tech. Univ. Braunschweig, Germany|c|;	37352125700;37297213900
	InfoVis	30-31 Oct. 1995	SDM: malleable information graphics	10.1109/INFVIS.1995.528684	http://dx.doi.org/10.1109/INFVIS.1995.528684	36	42	528684	data visualisation;graphical user interfaces;interactive systems	SDM;direct manipulation;information analysis tasks;interactive techniques;malleable information graphics;object set selection;selective dynamic manipulation;user action;visualizations	Bars;Color;Computer graphics;Computer science;Data visualization;Feedback;Graphics;Information analysis;Large-scale systems;Layout;Manipulator dynamics;Mechanical factors;Visualization		Selective dynamic manipulation (SDM) is a paradigm for interacting with objects in visualizations. Its methods offer a high degree of selectivity, in choosing object sets, in the selection of interactive techniques and the properties they affect, and in the degree to which a user action affects the visualization. Our goal is to provide a flexible set of techniques and feedback mechanisms that enable users to move objects and transform their appearance to perform a variety of information analysis tasks.	Chuah, M.C.;Roth, S.F.;Mattis, J.;Kolojejchick, J.	Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA|c|;;;	37343565300;37357418100;37352246000;37352245400
	InfoVis	30-31 Oct. 1995	The information mural: a technique for displaying and navigating large information spaces	10.1109/INFVIS.1995.528685	http://dx.doi.org/10.1109/INFVIS.1995.528685	43	50	528685	antialiasing;colour graphics;data visualisation;object-oriented programming;user interfaces;visual programming	antialiasing techniques;browsing;color graphics;data visualization;display screen;global views;grayscale shading;information display;information mural;information navigation;large information spaces;object-oriented programs;software visualization	Application software;Computer displays;Data visualization;Educational institutions;Graphics;Gray-scale;Large screen displays;Navigation;Space technology;Taxonomy;Two dimensional displays;Usability;Visualization		Visualizations which depict entire information spaces provide context for navigation and browsing tasks; however, the limited size of the display screen makes creating effective global views difficult. We have developed a technique for displaying and navigating large information spaces. The key concept is the use of an information mural, a two-dimensional reduced representation of an entire information space that fits completely within a display window or screen. Information murals use grayscale shading and color along with anti-aliasing techniques to create a miniature version of the entire data set. By incorporating navigational capabilities, information murals become a tool that can be used as a global view along with more detailed informational displays. Information murals are utilized in our software visualization research to help depict the execution of object-oriented programs, and can also be used in more general information visualization applications.	Jerding, D.F.;Stasko, J.T.	Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA|c|;	37352201100;37267736900
	InfoVis	30-31 Oct. 1995	Visualizing the non-visual: spatial analysis and interaction with information from text documents	10.1109/INFVIS.1995.528686	http://dx.doi.org/10.1109/INFVIS.1995.528686	51	58	528686	data visualisation;information retrieval;libraries;library automation;visual databases;word processing	action;archived reports;digital libraries;information interaction;informational characteristics;large text document corpora;natural world;nonvisual visualization;perception;procedures;regulations;spatial analysis;spatial representation;text content;text content spatialization;text documents;visual analysis;visual browsing	Art;Data visualization;Displays;Graph theory;Information analysis;Information retrieval;Laboratories;Organization Charts;Software libraries;Subscriptions;Visualization		The paper describes an approach to IV that involves spatializing text content for enhanced visual browsing and analysis. The application arena is large text document corpora such as digital libraries, regulations and procedures, archived reports, etc. The basic idea is that text content from these sources may be transformed to a spatial representation that preserves informational characteristics from the documents. The spatial representation may then be visually browsed and analyzed in ways that avoid language processing and that reduce the analysts mental workload. The result is an interaction with text that more nearly resembles perception and action with the natural world than with the abstractions of written language.	Wise, J.A.;Thomas, J.J.;Pennock, K.;Lantrip, D.;Pottier, M.;Schur, A.;Crow, V.	Pacific Northwest Lab., Richland, WA, USA|c|;;;;;;	37358036500;37273308900;37352135600;37352136200;37352134600;37352142300;37352143800
	InfoVis	30-31 Oct. 1995	VRMosaic: WEB access from within a virtual environment	10.1109/INFVIS.1995.528687	http://dx.doi.org/10.1109/INFVIS.1995.528687	59	64	528687	computer displays;data visualisation;information networks;virtual reality	RealEyes;VR-capable Interviews;VRMosaic;Web access;detailed geometry display;first person perspective;flat screen Mosaic;frame rates;fully immersive VR system;large-scale geometry display;nongeometric data;nongeometric information;virtual environment;virtual reality	Aircraft;Application software;Displays;Geometry;Large-scale systems;Marine vehicles;Navigation;Production facilities;Read only memory;User interfaces;Virtual environment;Virtual reality		"Virtual reality can aid in designing large and complex structures such as ships, skyscrapers, factories, and aircraft. But before VR can realize this potential, we need to solve a number of problems. One of these problems: the user's need to see and interact with non-geometric information is examined. Our VR environment, RealEyes, can display large-scale and detailed geometry at reasonable frame rates (>20 Hz) allowing a user to see and navigate within a design from a first person perspective. However, much (if not most) of the information associated with a particular design has no geometric representation. This includes information such as schematics of electrical, hydraulic, and plumbing systems; information describing materials or processes; and descriptive (textual) information of other types. Many researchers have developed a wealth of techniques for presenting such data on flat-screen displays, but until recently, we have not had a means for naturally displaying such information within a VR environment. To make non-geometric data more available, we have implemented a version of Mosaic that functions within a fully immersive VR system. Our system, VRMosaic, allows a user of VR to access and display most of the data available using flat screen Mosaic. Moreover, we have made it extensible to allow for the seamless integration of specialized forms of data and interaction. This paper describes how we implemented VRMosaic using a VR-capable version of Interviews, It also describes some Mosaic-like uses of that system and some ""non-Mosaic-like"" extensions."	Angus, I.G.;Sowizral, H.A.	Inf. & Support Services, Boeing Co., Seattle, WA, USA|c|;	37352263600;37352265700
	InfoVis	30-31 Oct. 1995	IVEE: an Information Visualization and Exploration Environment	10.1109/INFVIS.1995.528688	http://dx.doi.org/10.1109/INFVIS.1995.528688	66	73	528688	computer animation;data visualisation;multimedia computing;query formulation;query processing	HTML file;IVEE;Information Visualization and Exploration Environment;alphasliders;arbitrary graphical objects;automatic dynamic query creation;database objects;database relations;details-on-demand retrieval;maps;multimedia information;multiple IVEE clients;multiple query devices;multiple visualizations;network;query devices;sliders;starfields;toggles;user actions;workstations	Animation;Application software;Computer science;Control systems;Data visualization;HTML;Information retrieval;Manipulator dynamics;Multimedia databases;Visual databases;Visualization;Workstations		The Information Visualization and Exploration Environment (NEE) is a system for automatic creation of dynamic queries applications. IVEE imports database relations and automatically creates environments holding visualizations and query devices. IVEE offers multiple visualizations such as maps and starfields, and multiple query devices, such as sliders, alphasliders, and toggles. Arbitrary graphical objects can be attached to database objects in visualizations. Multiple visualizations may be active simultaneously. Users can interactively lay out and change between types of query devices. Users may retrieve details-on-demand by clicking on visualization objects. An HTML file may be provided along with the database, specifying how details-on-demand information should be presented, allowing for presentation of multimedia information in database objects. Finally, multiple IVEE clients running on separate workstations on a network can communicate by letting one user's actions affect the visualization in an another IVEE client.	Ahlberg, C.;Wistrand, E.	Dept. of Comput. Sci., Chalmers Univ. of Technol., Goteborg, Sweden|c|;	37352198300;37352198200
	InfoVis	30-31 Oct. 1995	Research report. Interacting with huge hierarchies: beyond cone trees	10.1109/INFVIS.1995.528689	http://dx.doi.org/10.1109/INFVIS.1995.528689	74	81	528689	computer animation;data visualisation;tree data structures	animated zooming;colour;cone tree visualization systems;cone trees;depth cueing;distant node coalescence;dynamic queries;empirical evaluation;fish-eye zooming;fsviz;graphical techniques;hand-coupled rotation;huge hierarchies;huge information hierarchy interaction;huge information hierarchy visualisation;interaction techniques;node layout algorithm;texturing;tool efficacy;usage-based filtering;user control;visual clutter	Animation;Computer graphics;Computer science;Control systems;Filtering;Layout;Prototypes;Shape;Tree graphs;Visualization		"The paper describes an implementation of a tool for visualizing and interacting with huge information hierarchies, and some preliminary empirical evaluation of the tool's efficacy. Existing systems for visualizing huge hierarchies using cone trees ""break down"" once the hierarchy to be displayed exceeds roughly 1000 nodes, due to increasing visual clutter. The paper describes a system called fsviz which visualizes arbitrarily large hierarchies while retaining user control. This is accomplished by augmenting cone trees with several graphical and interaction techniques: usage-based filtering, animated zooming, hand-coupled rotation, fish-eye zooming, coalescing of distant nodes, texturing, effective use of colour for depth cueing, and the applications of dynamic queries. The fsviz system also improves upon earlier cone tree visualization systems through a more elaborate node layout algorithm. This algorithm enhances the usefulness of cone tree visualization for large hierarchies by all but eliminating clutter."	Carriere, J.;Kazman, R.	Dept. of Comput. Sci., Waterloo Univ., Ont., Canada|c|;	37352137000;37267671500
