Paper ID	Conference	Year	Title	DOI	Link	First Page	Last Page	IEEE Xplore Article Number	INSPEC Controlled	INSPEC Non-Controlled	IEEE Terms	Author Keywords	Abstract	Author Names	Author Affiliations	Author IDs
	SciVis	25-29 Oct 1993	Geometric optimization	10.1109/VISUAL.1993.398868	http://dx.doi.org/10.1109/VISUAL.1993.398868	189	195	398868	computational geometry;data visualisation;image representation;object recognition;optimisation	algorithm;application independent method;complex polygons;geometric optimisation;interactive frame rates;large multi-time step geometric data sets;mass storage requirements;merged coplanar sets;nearly coplanar polygons;object representation;polygon count;polygon hulls;polygonal primitives;redundant segments;scientific visualization;segments;triangulation method	Computer graphics;Geometry;Hydrodynamics;Laboratories;Magnetic resonance imaging;Medical simulation;Merging;Optimization methods;Robustness;Solid modeling		An algorithm is presented which describes an application independent method for reducing the number of polygonal primitives required to faithfully represent an object. Reducing polygon count without a corresponding reduction in object detail is important for: achieving interactive frame rates in scientific visualization, reducing mass storage requirements, and facilitating the transmission of large, multi-timestep geometric data sets. This paper shows how coplanar and nearly coplanar polygons can be merged into larger complex polygons and re-triangulated into fewer simple polygons than originally required. The notable contributions of this paper are: (1) a method for quickly grouping polygons into nearly coplanar sets, (2) a fast approach for merging coplanar polygon sets and, (3) a simple, robust triangulation method for polygons created by 1 and 2. The central idea of the algorithm is the notion of treating polygonal data as a collection of segments and removing redundant segments to quickly form polygon hulls which represent the merged coplanar sets	Hinker, P.;Hansen, C.	Los Alamos Nat. Lab., NM, USA|c|;	37378526500;37266777200
	SciVis	25-29 Oct 1993	A climate simulation case study	10.1109/VISUAL.1993.398900	http://dx.doi.org/10.1109/VISUAL.1993.398900	397	401	398900	climatology;computer graphic equipment;data visualisation;digital simulation;geophysics computing;image scanners;interactive devices;interactive video;parallel machines;printers;vector processor systems;video tape recorders;workstations	climate simulation case study;data processing;engineering applications;film recorder;general purpose workstation;global climate simulation model;graphical input/output devices;graphics workstation;high-resolution color printer;iso-contouring;iso-surface generation;model-produced data;network system;scanner;science applications;streamlines generation;supercomputing-visualization facility;time-dependent multivariate data;vector-processing supercomputer;vectors;video laser disc recorder;video tape recorder;visualisation software systems	Application software;Computer graphics;Computer networks;Data engineering;Data visualization;Laser modes;Laser theory;Printers;Supercomputers;Workstations		A supercomputing-visualization facility for science and engineering applications was used for processing and visualizing supercomputer-generated data. This facility includes a vector-processing supercomputer, a graphics workstation, a general purpose workstation, a high-resolution color printer, a scanner, a film recorder, a video tape recorder, and a video laser disc recorder. The facility is using a network system to connect computers, workstations, and graphical input/output devices. The supercomputer generates time-dependent multivariate data using a global climate simulation model. Visualization software systems are used for visualizing these model-produced data. Visualization techniques including: iso-contouring, iso-surface generation, vectors and streamlines generation are used	Chen, P.C.	Fujitsu America, Inc., San Jose, CA, USA|c|	38240697100
	SciVis	25-29 Oct 1993	An architecture for rule-based visualization	10.1109/VISUAL.1993.398874	http://dx.doi.org/10.1109/VISUAL.1993.398874	236	243	398874	data visualisation;knowledge based systems	architecture;perceptual rules;prerequisite metadata;rule-based visualization;visualisation operation constraints	Cognition;Color;Computer architecture;Data structures;Data visualization;Dynamic range;Gray-scale;Humans;Stress;Temperature		In Rogowitz and Treinish (1993), we introduced an architecture for incorporating perceptual rules into the visualization process. In this architecture, higher-level descriptors of the data, metadata, flow to perceptual rules, which constrain visualization operations. In this paper, we develop a deeper analysis of the rules, the prerequisite metadata, and the system for enabling their operation	Rogowitz, B.;Treinish, L.A.	IBM T.J. Watson Res. Center, Yorktown Heights, NY, USA|c|;	37332114400;37372175500
	SciVis	25-29 Oct 1993	Feature extraction for oceanographic data using a 3D edge operator	10.1109/VISUAL.1993.398901	http://dx.doi.org/10.1109/VISUAL.1993.398901	402	405	398901	climatology;data visualisation;edge detection;feature extraction;geophysics computing;modelling;oceanographic regions;oceanography	3D edge operator;Gulf Stream;Gulf of Mexico;climatological studies;contouring;economic advancement;eddies;feature extraction;feature location;fronts;modeling;models;ocean modeling;oceanographic data;resolution;tracking;visualizations	Computational modeling;Data visualization;Economic forecasting;Feature extraction;Ocean temperature;Power engineering and energy;Power generation economics;Radar tracking;Satellites;Weather forecasting		The features of greatest interest in ocean modeling in the Gulf of Mexico and along the Gulf Stream are the fronts and eddies. Resolving, modeling, and tracking these eddies over time is of great importance for climatological studies and economic advancement. In this paper we present a novel technique for automatically locating, contouring, and tracking oceanic features such as eddies and fronts. The models and resultant visualizations exhibit excellent correlation with observed data	Moorehead, R.J., II;Zhifan Zhu	NSF Eng. Res. Center for Computational Field Simulation, Mississippi State Univ., MS, USA|c|;	;37616769800
	SciVis	25-29 Oct 1993	Visualizing results of transient flow simulations	10.1109/VISUAL.1993.398896	http://dx.doi.org/10.1109/VISUAL.1993.398896	406	409	398896	client-server systems;compressible flow;data structures;data visualisation;digital simulation;engineering graphics;engines;finite element analysis;flow simulation;geophysical fluid dynamics;groundwater;physics computing;water pollution	client-server model;compressible fluid flow;disk;engine parts;files;finite element data structures;geometries;groundwater flow;particle systems;pollutant transport;results visualisation;stream surfaces;streamlines;transient flow simulations;transient unstructured data	Computational fluid dynamics;Computational modeling;Data structures;Data visualization;Engines;Finite element methods;Fluid flow;Packaging;Topology;Water pollution		This work briefly describes our approach to visualize results of transient flow simulations in the application areas of groundwater flow and pollutant transport as well as compressible fluid flow in engine parts. The simulations use finite element data structures and can have geometries which change over time. We designed a client-server model to handle the huge amount of data that can be obtained either directly from the simulation process or from files on disk. As standard visualization packages are not able to cope with transient unstructured data, we implemented streamlines, stream surfaces and particle systems as our main visualization methods. Our experiences and results with these techniques are discussed in this paper	Mayer, H.F.;Tabatabai, B.	Joanneum Res., Graz, Austria|c|;	38237924800;38229696200
	SciVis	25-29 Oct 1993	Non conventional methods for the visualization of events from high energy physics	10.1109/VISUAL.1993.398898	http://dx.doi.org/10.1109/VISUAL.1993.398898	386	390	398898	computer testing;data visualisation;high energy physics instrumentation computing;particle track visualisation;program testing	3D V-Plot;3D data;angular projections;event visualisation;fish-eye transformation;hardware checking;high energy physics;magnifications;nonconventional methods;optimal track separation;pictures;predefined projections;presentation purposes;radial pattern;software checking;straight track patterns	Detectors;Engine cylinders;Event detection;Magnetic fields;Particle tracking;Shape;Software performance;Software tools;Trajectory;Visualization		"Visualization of events in high energy physics is an important tool to check hard- and software and to generate pictures for presentation purposes. The radial pattern of all events suggests the use of predefined projections, especially p/Z and Y/X. The representation can be improved by a ""fish-eye"" transformation and by angular projections, which produce straight track patterns and allow extensive magnifications. Three dimensional data of radial structure are best displayed in the 3D V-Plot, which has optimal track separation and presents all relevant information in a clear way"	Drevermann, H.;Nilsson, B.S.	CERN, Geneva, Switzerland|c|;	37424455800;38242073300
	SciVis	25-29 Oct 1993	Visual feedback in querying large databases	10.1109/VISUAL.1993.398864	http://dx.doi.org/10.1109/VISUAL.1993.398864	158	165	398864	colour graphics;data visualisation;feedback;query processing;very large databases;visual databases	coloring;complex query;data set;display;hot spots;incremental query refinements;large database querying;multiple windows;pixel;query specification process;sliders;visual relevance feedback;visual representation	Computer science;Computerized monitoring;Cooperative systems;Data engineering;Data models;Database systems;Displays;Feedback;Sensor systems;Visual databases		In this paper, we describe a database query system that provides visual relevance feedback in querying large databases. The goal of our system is to support the query specification process by using each pixel of the display to represent one data item of the database. By arranging and coloring the pixels according to their relevance for the query, the user gets a visual impression of the resulting data set. Using sliders for each condition of the query, the user may change the query dynamically and receives immediate feedback by the visual representation of the resulting data set. By using multiple windows for different parts of a complex query, the user gets visual feedback for each part of the query and, therefore, will easier understand the overall result. The system may be used to query any database that contains tens of thousands to millions of data items, but it is especially helpful to explore large data sets with an unknown distribution of values and to find the interesting hot spots in huge amounts of data. The direct feedback allows to visually display the influence of incremental query refinements and, therefore, allows a better, easier and faster query specification	Keim, D.A.;Kriegel, H.-P.;Seidl, T.	Inst. for Comput. Sci., Munich Univ., Germany|c|;;	37283138700;37276747000;37283129200
	SciVis	25-29 Oct 1993	Interactive shading for surface and volume visualization on graphics workstations	10.1109/VISUAL.1993.398881	http://dx.doi.org/10.1109/VISUAL.1993.398881	291	298	398881	colour graphics;computer graphic equipment;data visualisation;interactive systems;workstations	artifacts;color-coded aspect maps;digital elevation models;exploratory visualization tool;graphics workstations;interactive diffuse shading;interactive image shading;interactive specular shading;iso-surfaces;scientific visualization;surface visualisation;volume visualization;volumetric images	Costs;Data visualization;Graphics;Image analysis;Light sources;Lighting;Reflectivity;Rendering (computer graphics);Surface reconstruction;Workstations		Shading is an effective exploratory visualization tool widely used in scientific visualization. Interactive, or close to interactive, shading of images offers significant benefit, but is generally too computationally expensive for graphics workstations. A novel method for providing interactive diffuse and specular shading capability on low-cost graphics workstations is described. Application to digital elevation models, iso-surfaces in volumetric images, and color-coded aspect maps are illustrated and an analysis of artifacts, and of ways of minimizing artifacts, is given	Fletcher, P.A.;Robertson, P.K.	CSIRO, Canberra, ACT, Australia|c|;	38237285500;37388066800
	SciVis	25-29 Oct 1993	Fanal: A relational analysis and visualization package for high energy physics	10.1109/VISUAL.1993.398897	http://dx.doi.org/10.1109/VISUAL.1993.398897	382	385	398897	computational geometry;data analysis;data structures;data visualisation;electron accelerators;entity-relationship modelling;high energy physics instrumentation computing;object-oriented languages;program testing;software packages;statistical analysis;synchrotrons	ALEPH LEP experiment;Fanal;Fortran;PHIGS graphics standard;data analysis;data structure;detector;geometrical representations;graphic editor;graphical feature;graphical representation;high energy physics;manipulated objects;navigation;object oriented languages;relational analysis;statistical analysis tools;testing programs;visualization package	Data analysis;Data visualization;Detectors;Displays;Event detection;Graphics;Navigation;Object detection;Packaging;Testing		The package described in this paper has been designed for analyzing the data collected in the LEP experiment ALEPH. Its main graphical feature is a deep interplay between the description of the objects manipulated and their relationships, and their graphical representation. The easy access to information through navigation between objects and its display makes possible a thorough study of the events produced by the detector. This has proved to be very powerful in numerous occasions for analyzing data and testing programs. The package provides as well statistical analysis tools and a graphic editor. It is based on the PHIGS graphics standard. It will develop towards a more elaborate usage of the data structure in particular in the geometrical representations and towards object oriented languages to overcome some heaviness linked to the use of Fortran	Videau, H.;Mora de Freitas, P.	Ecole Polytech., CNRS, France|c|;	38227775600;38231095800
	SciVis	25-29 Oct 1993	A probe for local flow field visualization	10.1109/VISUAL.1993.398849	http://dx.doi.org/10.1109/VISUAL.1993.398849	39	45	398849	computational geometry;data visualisation;flow visualisation;interactive systems;physics computing	data set;geometric primitives;interactive visualization;local coordinate frame;local flow field visualization;local velocity change;probe;velocity;velocity gradient tensor	Data visualization;Informatics;Jacobian matrices;Mathematics;Probes;Shape;Tensile stress;Topology		A probe for the interactive visualization of flow fields is presented. The probe can be used to visualize many characteristics of the flow in detail for a small region in the data set. The velocity and the local change of velocity (the velocity gradient tensor) are visualized by a set of geometric primitives. To this end, the velocity gradient tensor is transformed to a local coordinate frame, and decomposed into components parallel with and perpendicular to the flow. These components are visualized as geometric objects with an intuitively meaningful interpretation. An implementation is presented which shows that this probe is a useful tool for flow visualization	de Leeuw, W.C.;van Wijk, J.J.	Fac. of Tech. Math. & Inf., Delft Univ. of Technol., Netherlands|c|;	38364261600;37267249200
	SciVis	25-29 Oct 1993	Rapid exploration of curvilinear grids using direct volume rendering	10.1109/VISUAL.1993.398853	http://dx.doi.org/10.1109/VISUAL.1993.398853	70	77	398853	computational geometry;computer graphic equipment;data visualisation;finite element analysis;fluid dynamics;interpolation;physics computing;rendering (computer graphics);transfer functions	algorithm;breadth-first searches;computational fluid dynamics;curvilinear grids;cycling;depth-first searches;direct volume rendering;exponential interpolation;finite element analysis;linear interpolation;multi-pass blending method;polygon-rendering hardware;projection methods;rapid data banding;region restriction;transfer functions;visibility ordering;visual artifacts;visualisation tools	Computational fluid dynamics;Costs;Data visualization;Ear;Grid computing;Hardware;Information analysis;Interpolation;Physics computing;Rendering (computer graphics)		Fast techniques for direct volume rendering over curvilinear grids (common to computational fluid dynamics and finite element analysis) are developed. Three new projection methods that use polygon-rendering hardware for speed are presented and compared with each other and with previous methods for tetrahedral grids and rectilinear grids. A simplified algorithm for visibility ordering, based on a combination of breadth-first and depth-first searches, is described. A new multi-pass blending method is described that reduces visual artifacts that are introduced by linear interpolation in hardware where exponential interpolation is needed. Visualization tools that permit rapid data banding and cycling through transfer functions, as well as region restriction, are described	Van Gelder, A.;Wilhelms, J.	Comput. & Inf. Sci., California Univ., Santa Cruz, CA, USA|c|;	37352962400;37828154400
	SciVis	25-29 Oct 1993	Bridging the gap between visualization and data management: A simple visualization management system	10.1109/VISUAL.1993.398856	http://dx.doi.org/10.1109/VISUAL.1993.398856	94	101	398856	data visualisation;geophysics;geophysics computing;graphical user interfaces;software packages;visual databases	AVS;Earth science data;IDL;Postgres database management system;data access;data set;data storage;database management system;graphical browser;program;prototype visualization management system;script;visualization packages	Data visualization;Database systems;Earth;Geoscience;Navigation;Packaging machines;Prototypes;Supercomputers;Visual databases;Voice mail		A prototype visualization management system is described which merges the capabilities of a database management system with any number of existing visualization packages such as AVS or IDL. The prototype uses the Postgres database management system to store and access Earth science data through a simple graphical browser. Data located in the database is visualized by automatically invoking a desired visualization package and downloading an appropriate script or program. The central idea underlying the system is that information on how to visualize a data set is stored in the database with the data set itself	Kochevar, P.;Ahmed, Z.;Shade, J.;Sharp, C.	Digital Equipment Corp., San Diego, CA, USA|c|;;;	37659207200;38242870000;38162003500;38227878900
	SciVis	25-29 Oct 1993	Implicit stream surfaces	10.1109/VISUAL.1993.398875	http://dx.doi.org/10.1109/VISUAL.1993.398875	245	252	398875	computational geometry;convection;curve fitting;data visualisation;external flows;flow visualisation;physics computing;surface fitting;topology	automatic placement;backward tracing;convection equation;grid points;implicit stream surfaces;irregular topologies;objects;originating curves;particle trace;steady velocity fields;stream volumes;time surfaces;trajectories	Cities and towns;Equations;Fluid flow;Image converters;Sampling methods;Shape;Streaming media;Topology;Visualization		Streamlines and stream surfaces are well known techniques for the visualization of fluid flow. For steady velocity fields, a streamline is the trace of a particle, and a stream surface is the trace of a curve. Here a new method is presented for the construction of stream surfaces. The central concept is the representation of a stream surface as an implicit surface f (x) = C. After the initial calculation of f a family of stream surfaces can be generated efficiently by varying C. The shapes of the originating curves are defined by the value of f at the boundary. Two techniques are presented for the calculation of f: one based on solving the convection equation, the other on backward tracing of the trajectories of grid points. The flow around objects is discussed separately. With this method irregular topologies of the originating curves and of the stream surfaces can be handled easily. Further, it can also be used for other visualization techniques, such as time surfaces and stream volumes. Finally, an effective method for the automatic placement of originating curves is presented	van Wijk, J.J.	Netherlands Energy Res. Foundation, Petten, Netherlands|c|	37267249200
	SciVis	25-29 Oct 1993	Data shaders	10.1109/VISUAL.1993.398879	http://dx.doi.org/10.1109/VISUAL.1993.398879	275	282	398879	data visualisation;rendering (computer graphics)	RenderMan shading language;data shaders;productive tool;research tool;scientific data set;shading language;shading model;visualization software;volume data sets;volume rendering system	Computer science;Data analysis;Data visualization;Image converters;Pixel;Rendering (computer graphics);Software tools		The process of visualizing a scientific data set requires an extensive knowledge of the domain in which the data set is created. Because an in-depth knowledge of all scientific domains is not available to the creator of visualization software, a flexible and extensible visualization system is essential in providing a productive tool to the scientist. This paper presents a shading language, based on the RenderMan shading language, that extends the shading model used to render volume data sets. Data shaders, written in this shading language, give the users of a volume rendering system a means of specifying how a volume data set is to be rendered. This flexibility is useful both as a visualization tool in the scientific community and as a research tool in the visualization community	Corrie, B.;Mackerras, P.	Dept. of Comput. Sci., Australian Nat. Univ., Canberra, ACT, Australia|c|;	37267462200;37354987500
	SciVis	25-29 Oct 1993	Dichromatic color representations for complex display systems	10.1109/VISUAL.1993.398871	http://dx.doi.org/10.1109/VISUAL.1993.398871	212	219	398871	colour graphics;computer displays;data visualisation;image representation;light reflection	color reflection;complex display systems;dichromatic colour representations;display technologies;information;monochromatic primaries;primaries;rendering;two-color displays;viewer	Cathode ray tubes;Computer displays;Holography;Light sources;Liquid crystal displays;Optical reflection;Physics;Power distribution;Rendering (computer graphics);Visualization		New display technologies have begun to provide more innovative and potentially powerful methods to present information to a viewer. However, many of these techniques struggle to deliver accurate full color. In this paper, we address this difficulty by employing the dichromatic theory of color reflection, which implies that many objects can be rendered accurately using only two primaries. Complex display systems with two primaries can be produced with significantly less work than is required for the traditional three primaries. We discuss methods for selecting objects that can be rendered accurately on two-color displays, and we present our experiments with a two-color display using monochromatic primaries	Peercy, M.S.;Hesselink, Lambertus	Stanford Univ., CA, USA|c|;	38241485100;37274095200
	SciVis	25-29 Oct 1993	Enhancing reality in the operating room	10.1109/VISUAL.1993.398902	http://dx.doi.org/10.1109/VISUAL.1993.398902	410	415	398902	brain;computerised tomography;interactive video;medical image processing;neurophysiology;physiological models;physiology;planning;surgery	2D images;3D computer models;anatomy;brain operation;computed tomography;computer generated 3D models;information;live video;magnetic resonance imaging;operating room;planning aid;reality enhancement;surgeon's understanding;volume acquisitions	Anatomy;Biomedical imaging;Computed tomography;Hospitals;Magnetic resonance imaging;Medical diagnostic imaging;Neoplasms;Surgery;Surges;X-ray imaging		Three dimensional computer models of the anatomy generated from volume acquisitions of computed tomography and magnetic resonance imaging are useful adjuncts to 2D images. This paper describes a system that merges the computer generated 3D models with live video to enhance the surgeon's understanding of the anatomy beneath the surface. The system can be used as a planning aid before the operation and provide additional information during an operation. The application of the system to a brain operation is described	Lorensen, William;Cline, Harvey;Nafis, C.;Kikinis, R.;Altobelli, David;Gleason, L.	General Electric Co., Schenectady, NY, USA|c|;;;;;	37378427200;37424767600;38227741600;38269884200;38075861700;38227801800
	SciVis	25-29 Oct 1993	DIVIDE: Distributed visual display of the execution of asynchronous, distributed algorithms on loosely-coupled parallel processors	10.1109/VISUAL.1993.398865	http://dx.doi.org/10.1109/VISUAL.1993.398865	166	173	398865	B-ISDN;asynchronous transfer mode;data visualisation;digital simulation;distributed algorithms;parallel processing;program verification;software performance evaluation;telecommunication computing	ATM cells;BISDN network;DIVIDE;Distributed visual display;SUN spare workstations;asynchronous distributed algorithm execution;coarse-level visual representation;conceptual understanding;concurrent entities;congestion;display;explicit messages;flaws;functional correctness;heterogeneous network;high resolution data;inconsistencies;independent entities;input stimulus;loosely-coupled parallel processors;multiple processors;performance parameters;propagation delay;stochastic input stimulus;user;user specified workstations;visualization	Asynchronous transfer mode;Computational modeling;Computer displays;Concurrent computing;Condition monitoring;Distributed algorithms;Propagation delay;Stochastic processes;Visualization;Workstations		The issue of monitoring the execution of asynchronous, distributed algorithms on loosely-coupled parallel processor systems, is important for the purposes of (i) detecting inconsistencies and flaws in the algorithm, (ii) obtaining important performance parameters for the algorithm, and (iii) developing a conceptual understanding of the algorithm's behavior, for given input stimulus, through visualization. For a particular class of asynchronous distributed algorithms that may be characterized by independent and concurrent entities that execute asynchronously on multiple processors and interact with one another through explicit messages, the following reasoning applies. Information about the flow of messages and the activity of the processors may contribute significantly towards the conceptual understanding of the algorithm's behavior and the functional correctness of the implementation. The computation and subsequent display of important parameters, based upon the execution of the algorithm, is an important objective of DIVIDE. For instance, the mean and standard deviation values for the propagation delay of ATM cells between any two given Broadband-ISDN (BISDN) nodes in a simulation of BISDN network under stochastic input stimulus, as a function of time, are important clues to the degree of congestion in the Broadband-ISDN network. Although the execution of the algorithm typically generates high resolution data, often, a coarse-level visual representation of the data may be useful in facilitating the conceptual understanding of the behavior of the algorithm. DIVIDE permits a user to specify a resolution less than that of the data from the execution of the algorithm, which is then utilized to coalesce the data appropriately. Given that this process requires significant computational power, for efficiency, DIVIDE distributes the overall task of visual display into a number of user specified workstations that are configured as a loosely-coupled parallel processor. DIVIDE has been implemented on a heterogeneous network of SUN sparc 1 + , sparc 2, and 3/60 workstations and performance measurements indicate significant improvement over that of a uniprocessor-based visual display	Morrow, T.M.;Ghosh, S.	Oracle Corp., Redwood Shores, CA, USA|c|;	38229760200;37288557900
