Paper ID	Conference	Year	Title	DOI	Link	First Page	Last Page	IEEE Xplore Article Number	INSPEC Controlled	INSPEC Non-Controlled	IEEE Terms	Author Keywords	Abstract	Author Names	Author Affiliations	Author IDs
	InfoVis+SciVis	Nov.-Dec. 2009	ABySS-Explorer: Visualizing Genome Sequence Assemblies	10.1109/TVCG.2009.116	http://dx.doi.org/10.1109/TVCG.2009.116	881	888	5290690	DNA;bioinformatics;data visualisation;genomics;interactive systems	ABySS-Explorer;DNA sequence data;bioinformatics visualization;genome assembly process;genome sequence assemblies;genome sequencing projects;interactive graph display;pen-and-paper based analysis tasks;user feedback;visualization tools	Assembly;Bioinformatics;Data visualization;Displays;Encoding;Feedback;Genomics;Inspection;Large-scale systems;Sequences	Bioinformatics visualization;DNA sequence;design study;genome assembly	One bottleneck in large-scale genome sequencing projects is reconstructing the full genome sequence from the short subsequences produced by current technologies. The final stages of the genome assembly process inevitably require manual inspection of data inconsistencies and could be greatly aided by visualization. This paper presents our design decisions in translating key data features identified through discussions with analysts into a concise visual encoding. Current visualization tools in this domain focus on local sequence errors making high-level inspection of the assembly difficult if not impossible. We present a novel interactive graph display, ABySS-Explorer, that emphasizes the global assembly structure while also integrating salient data features such as sequence length. Our tool replaces manual and in some cases pen-and-paper based analysis tasks, and we discuss how user feedback was incorporated into iterative design refinements. Finally, we touch on applications of this representation not initially considered in our design phase, suggesting the generality of this encoding for DNA sequence data.	Nielsen, C.B.;Jackman, S.D.;Birol, I.;Jones, S.J.M.	Genome Sci. Centre, BC Cancer Agency, Vancouver, BC, Canada|c|;;;	38112559500;38108815200;37278695500;37570599800
	InfoVis+SciVis	Nov.-Dec. 2009	Constructing Overview + Detail Dendrogram-Matrix Views	10.1109/TVCG.2009.130	http://dx.doi.org/10.1109/TVCG.2009.130	889	896	5290691	data structures;matrix algebra;pattern clustering	clustering hierarchy;data abstraction quality;data exploration;dendrogram-matrix views;detail view dendrogram;overview dendrogram;pattern identification;reorderable matrix	Binary trees;Cervical cancer;Data mining;Data visualization;Demography;Displays;Geography;Multidimensional systems;Scalability;Statistics	Dendrogram;compound graphs;data abstraction quality metrics;hierarchical clusters;reorderable matrix	A dendrogram that visualizes a clustering hierarchy is often integrated with a re-orderable matrix for pattern identification. The method is widely used in many research fields including biology, geography, statistics, and data mining. However, most dendrograms do not scale up well, particularly with respect to problems of graphical and cognitive information overload. This research proposes a strategy that links an overview dendrogram and a detail-view dendrogram, each integrated with a re-orderable matrix. The overview displays only a user-controlled, limited number of nodes that represent the ldquoskeletonrdquo of a hierarchy. The detail view displays the sub-tree represented by a selected meta-node in the overview. The research presented here focuses on constructing a concise overview dendrogram and its coordination with a detail view. The proposed method has the following benefits: dramatic alleviation of information overload, enhanced scalability and data abstraction quality on the dendrogram, and the support of data exploration at arbitrary levels of detail. The contribution of the paper includes a new metric to measure the ldquoimportancerdquo of nodes in a dendrogram; the method to construct the concise overview dendrogram from the dynamically-identified, important nodes; and measure for evaluating the data abstraction quality for dendrograms. We evaluate and compare the proposed method to some related existing methods, and demonstrating how the proposed method can help users find interesting patterns through a case study on county-level U.S. cervical cancer mortality and demographic data.	Jin Chen;MacEachren, A.M.;Peuquet, D.J.	Dept. of Geogr., Pennsylvania State Univ., University Park, PA, USA|c|;;	37859000800;37374699000;37830095400
	InfoVis+SciVis	Nov.-Dec. 2009	MizBee: A Multiscale Synteny Browser	10.1109/TVCG.2009.167	http://dx.doi.org/10.1109/TVCG.2009.167	897	904	5290692	biology computing;data structures;data visualisation;genomics	MizBee;biological data abstraction;chromosome;comparative genomics;data visualization;dsyntenic blocks;genome;multiscale synteny browser	Bioinformatics;Biological cells;Biological information theory;Data analysis;Data visualization;Encoding;Evolution (biology);Genomics;Marine animals;Taxonomy	Information visualization;bioinformatics;design study;synteny.	In the field of comparative genomics, scientists seek to answer questions about evolution and genomic function by comparing the genomes of species to find regions of shared sequences. Conserve dsyntenic blocks are an important biological data abstraction for indicating regions of shared sequences. The goal of this work is to show multiple types of relationships at multiple scales in a way that is visually comprehensible in accordance with known perceptual principles. We present a task analysis for this domain where the fundamental questions asked by biologists can be understood by a characterization of relationships into the four types of proximity/location, size, orientation, and similarity/strength, and the four scales of genome, chromosome, block, and genomic feature. We also propose a new taxonomy of the design space for visually encoding conservation data. We present MizBee, a multiscale synteny browser with the unique property of providing interactive side-by-side views of the data across the range of scales supporting exploration of all of these relationship types. We conclude with case studies from two biologists who used MizBee to augment their previous automatic analysis work flow, providing anecdotal evidence about the efficacy of the system for the visualization of syntenic data, the analysis of conservation relationships, and the communication of scientific insights.	Meyer, M.;Munzner, T.;Pfister, H.	Harvard Univ., Cambridge, MA, USA|c|;;	37564728700;37349490300;37275698100
	InfoVis+SciVis	Nov.-Dec. 2009	GeneShelf: A Web-based Visual Interface for Large Gene Expression Time-Series Data Repositories	10.1109/TVCG.2009.146	http://dx.doi.org/10.1109/TVCG.2009.146	905	912	5290693	Internet;biology computing;data structures;genetics;user interfaces	GeneShelf;Web-based visual interface;bar charts;large gene expression time-series data repositories;public databases;static data representations	Bioinformatics;Databases;Displays;Gene expression;Genetics;Injuries;Mice;Rats;Spinal cord;Time series analysis	animation;augmented timeline;bioinformatics visualization;gene expression profiling;zoomable grid	A widespread use of high-throughput gene expression analysis techniques enabled the biomedical research community to share a huge body of gene expression datasets in many public databases on the web. However, current gene expression data repositories provide static representations of the data and support limited interactions. This hinders biologists from effectively exploring shared gene expression datasets. Responding to the growing need for better interfaces to improve the utility of the public datasets, we have designed and developed a new web-based visual interface entitled GeneShelf (http://bioinformatics.cnmcresearch.org/GeneShelf). It builds upon a zoomable grid display to represent two categorical dimensions. It also incorporates an augmented timeline with expandable time points that better shows multiple data values for the focused time point by embedding bar charts. We applied GeneShelf to one of the largest microarray datasets generated to study the progression and recovery process of injuries at the spinal cord of mice and rats. We present a case study and a preliminary qualitative user study with biologists to show the utility and usability of GeneShelf.	Bohyoung Kim;Bongshin Lee;Knoblach, S.;Hoffman, E.;Jinwook Seo	Seoul Nat. Univ., Seoul, South Korea|c|;;;;	37594632900;37293389400;38108809200;37272368200;37422552700
	InfoVis+SciVis	Nov.-Dec. 2009	Spatiotemporal Analysis of Sensor Logs using Growth Ring Maps	10.1109/TVCG.2009.182	http://dx.doi.org/10.1109/TVCG.2009.182	913	920	5290694	biology computing;biosensors;colour graphics;data loggers;data visualisation	Alzheimer transgenic mice;colors intensity;distinct colors;geographic monitoring;growth ring maps;hierarchical clustering;map distortions;mobile phone capacity planning;multidimensional scaling;nonoverlapping pixels;packet tracing;sensor logs spatiotemporal analysis;spatial data;visualization technique	Animal behavior;Data analysis;Data mining;Data visualization;Humans;Mice;Monitoring;Multidimensional systems;Navigation;Spatiotemporal phenomena	animal behavior;dense pixel displays;spatiotemporal visualization;visual analytics	Spatiotemporal analysis of sensor logs is a challenging research field due to three facts: a) traditional two-dimensional maps do not support multiple events to occur at the same spatial location, b) three-dimensional solutions introduce ambiguity and are hard to navigate, and c) map distortions to solve the overlap problem are unfamiliar to most users. This paper introduces a novel approach to represent spatial data changing over time by plotting a number of non-overlapping pixels, close to the sensor positions in a map. Thereby, we encode the amount of time that a subject spent at a particular sensor to the number of plotted pixels. Color is used in a twofold manner; while distinct colors distinguish between sensor nodes in different regions, the colors' intensity is used as an indicator to the temporal property of the subjects' activity. The resulting visualization technique, called growth ring maps, enables users to find similarities and extract patterns of interest in spatiotemporal data by using humans' perceptual abilities. We demonstrate the newly introduced technique on a dataset that shows the behavior of healthy and Alzheimer transgenic, male and female mice. We motivate the new technique by showing that the temporal analysis based on hierarchical clustering and the spatial analysis based on transition matrices only reveal limited results. Results and findings are cross-validated using multidimensional scaling. While the focus of this paper is to apply our visualization for monitoring animal behavior, the technique is also applicable for analyzing data, such as packet tracing, geographic monitoring of sales development, or mobile phone capacity planning.	Bak, P.;Mansmann, F.;Janetzko, H.;Keim, D.A.	Univ. of Konstanz, Konstanz, Germany|c|;;;	37392085400;37392086200;37594026300;37283138700
	InfoVis+SciVis	Nov.-Dec. 2009	A Nested Model for Visualization Design and Validation	10.1109/TVCG.2009.111	http://dx.doi.org/10.1109/TVCG.2009.111	921	928	5290695	data visualisation	domain characterization;nested process model;visual encoding;visualization design	Algorithm design and analysis;Concrete;Coupled mode analysis;Data visualization;Diseases;Electronic mail;Encoding;Process design;Vocabulary;Writing	Models;design;evaluation.;frameworks	We present a nested model for the visualization design and validation with four layers: characterize the task and data in the vocabulary of the problem domain, abstract into operations and data types, design visual encoding and interaction techniques, and create algorithms to execute techniques efficiently. The output from a level above is input to the level below, bringing attention to the design challenge that an upstream error inevitably cascades to all downstream levels. This model provides prescriptive guidance for determining appropriate evaluation approaches by identifying threats to validity unique to each level. We also provide three recommendations motivated by this model: authors should distinguish between these levels when claiming contributions at more than one of them, authors should explicitly state upstream assumptions at levels above the focus of a paper, and visualization venues should accept more papers on domain characterization.	Munzner, T.	Univ. of British Columbia, Vancouver, BC, Canada|c|	37349490300
	InfoVis+SciVis	Nov.-Dec. 2009	Conjunctive Visual Forms	10.1109/TVCG.2009.129	http://dx.doi.org/10.1109/TVCG.2009.129	929	936	5290696	data visualisation;query processing	boolean logic;conjunctive visual form model;heterogeneous multidimensional queries;multidimensional data visual exploration;visual representation	Boolean functions;Computer Society;Computer simulation;Data mining;Data visualization;Instruments;Intelligent sensors;Multidimensional systems;Predictive models;Visual analytics	Boolean query;brushing;conjunctive normal form;exploratory visualization;multiple views;visual abstraction.	Visual exploration of multidimensional data is a process of isolating and extracting relationships within and between dimensions. Coordinated multiple view approaches are particularly effective for visual exploration because they support precise expression of heterogeneous multidimensional queries using simple interactions. Recent visual analytics research has made significant progress in identifying and understanding patterns of composed views and coordinations that support fast, flexible, and open-ended data exploration. What is missing is formalization of the space of expressible queries in terms of visual representation and interaction. This paper introduces the conjunctive visual form model in which visual exploration consists of interactively-driven sequences of transitions between visual states that correspond to conjunctive normal forms in boolean logic. The model predicts several new and useful ways to extend the space of rapidly expressible queries through addition of simple interactive capabilities to existing compositional patterns. Two recent related visual tools offer a subset of these capabilities, providing a basis for conjecturing about such extensions.	Weaver, C.	Center for Spatial Anal., Univ. of Oklahoma, Norman, OK, USA|c|	37564883300
	InfoVis+SciVis	Nov.-Dec. 2009	Interaction Techniques for Selecting and Manipulating Subgraphs in Network Visualizations	10.1109/TVCG.2009.151	http://dx.doi.org/10.1109/TVCG.2009.151	937	944	5290697	biology computing;data visualisation;graph theory;interactive systems	NAViGaTOR;biological networks;interaction techniques;interactive graph visualization;lasso selection;network visualizations;selecting subgraphs;software package;usability study	Bioinformatics;Biology computing;Displays;Keyboards;Layout;Mice;Navigation;Software packages;Usability;Visualization	biological networks;hotbox;interactive graph drawing;marking menus;network layout;radial menus	We present a novel and extensible set of interaction techniques for manipulating visualizations of networks by selecting subgraphs and then applying various commands to modify their layout or graphical properties. Our techniques integrate traditional rectangle and lasso selection, and also support selecting a node's neighbourhood by dragging out its radius (in edges) using a novel kind of radial menu. Commands for translation, rotation, scaling, or modifying graphical properties (such as opacity) and layout patterns can be performed by using a hotbox (a transiently popped-up, semi-transparent set of widgets) that has been extended in novel ways to integrate specification of commands with 1D or 2D arguments. Our techniques require only one mouse button and one keyboard key, and are designed for fast, gestural, in-place interaction. We present the design and integration of these interaction techniques, and illustrate their use in interactive graph visualization. Our techniques are implemented in NAViGaTOR, a software package for visualizing and analyzing biological networks. An initial usability study is also reported.	McGuffin, M.J.;Jurisica, I.	Ecole de Technol. Super., Montreal, QC, Canada|c|;	37403234300;37353445900
	InfoVis+SciVis	Nov.-Dec. 2009	ActiviTree: Interactive Visual Exploration of Sequences in Event-Based Data Using Graph Similarity	10.1109/TVCG.2009.117	http://dx.doi.org/10.1109/TVCG.2009.117	945	952	5290698	computational complexity;data mining;graph theory	ActiviTree;Web searching;algorithmic search mechanisms;complex event-based temporal data;computational complexity;event-based data;graph similarity;interactive visual data mining;interactive visual sequence exploration	Computational complexity;Data mining;Frequency;History;Information analysis;Marketing and sales;Medical services;Medical treatment;Predictive models;Urban planning	event-based data;graph similarity;interactive visual exploration;node similarity;sequence identification	The identification of significant sequences in large and complex event-based temporal data is a challenging problem with applications in many areas of today's information intensive society. Pure visual representations can be used for the analysis, but are constrained to small data sets. Algorithmic search mechanisms used for larger data sets become expensive as the data size increases and typically focus on frequency of occurrence to reduce the computational complexity, often overlooking important infrequent sequences and outliers. In this paper we introduce an interactive visual data mining approach based on an adaptation of techniques developed for Web searching, combined with an intuitive visual interface, to facilitate user-centred exploration of the data and identification of sequences significant to that user. The search algorithm used in the exploration executes in negligible time, even for large data, and so no pre-processing of the selected data is required, making this a completely interactive experience for the user. Our particular application area is social science diary data but the technique is applicable across many other disciplines.	Vrotsou, K.;Johansson, J.;Cooper, M.	Linkoping Univ., Linkoping, Sweden|c|;;	37939017400;37273045500;37268765000
	InfoVis+SciVis	Nov.-Dec. 2009	&#x0201C;Search, Show Context, Expand on Demand&#x0201D;: Supporting Large Graph Exploration with Degree-of-Interest	10.1109/TVCG.2009.108	http://dx.doi.org/10.1109/TVCG.2009.108	953	960	5290699	citation analysis;data visualisation;graph theory;mathematics computing	contextual subgraph;dense online database;graph visualization;immediate context graph;large graph database;large graph exploration;legal citation	Context modeling;Data analysis;Data visualization;Hardware;Information analysis;Law;Legal factors;Mobile computing;Tree graphs;Visual databases	Graph visualization;degree of interest;focus+context;legal citation networks;network visualization	A common goal in graph visualization research is the design of novel techniques for displaying an overview of an entire graph. However, there are many situations where such an overview is not relevant or practical for users, as analyzing the global structure may not be related to the main task of the users that have semi-specific information needs. Furthermore, users accessing large graph databases through an online connection or users running on less powerful (mobile) hardware simply do not have the resources needed to compute these overviews. In this paper, we advocate an interaction model that allows users to remotely browse the immediate context graph around a specific node of interest. We show how Furnas' original degree of interest function can be adapted from trees to graphs and how we can use this metric to extract useful contextual subgraphs, control the complexity of the generated visualization and direct users to interesting datapoints in the context. We demonstrate the effectiveness of our approach with an exploration of a dense online database containing over 3 million legal citations.	van Ham, F.;Perer, A.	IBM-ILOG Res., Gentilly, France|c|;	37326291000;37294938400
