Paper ID	Conference	Year	Title	DOI	Link	First Page	Last Page	IEEE Xplore Article Number	INSPEC Controlled	INSPEC Non-Controlled	IEEE Terms	Author Keywords	Abstract	Author Names	Author Affiliations	Author IDs
	InfoVis+SciVis	Nov.-Dec. 2010	Pre-Integrated Volume Rendering with Non-Linear Gradient Interpolation	10.1109/TVCG.2010.187	http://dx.doi.org/10.1109/TVCG.2010.187	1487	1494	5613490	gradient methods;interpolation;lighting;rendering (computer graphics);table lookup	Blinn Phong illumination model;gradient filtering;lookup tables;nonlinear gradient interpolation;nonphotorealistic illumination model;preintegrated volume rendering;shading	Computational modeling;Equations;Interpolation;Lighting;Mathematical model;Niobium;Rendering (computer graphics)	direct volume rendering;gradient interpolation;pre-integration	Shading is an important feature for the comprehension of volume datasets, but is difficult to implement accurately. Current techniques based on pre-integrated direct volume rendering approximate the volume rendering integral by ignoring non-linear gradient variations between front and back samples, which might result in cumulated shading errors when gradient variations are important and / or when the illumination function features high frequencies. In this paper, we explore a simple approach for pre-integrated volume rendering with non-linear gradient interpolation between front and back samples. We consider that the gradient smoothly varies along a quadratic curve instead of a segment in-between consecutive samples. This not only allows us to compute more accurate shaded pre-integrated look-up tables, but also allows us to more efficiently process shading amplifying effects, based on gradient filtering. An interesting property is that the pre-integration tables we use remain two-dimensional as for usual pre-integrated classification. We conduct experiments using a full hardware approach with the Blinn-Phong illumination model as well as with a non-photorealistic illumination model.	Guetat, A.;Ancel, A.;Marchesin, S.;Dischler, J.-M.	;;;	37590980200;37590983400;37284319100;37284320600
	InfoVis+SciVis	Nov.-Dec. 2010	Gradient Estimation Revitalized	10.1109/TVCG.2010.160	http://dx.doi.org/10.1109/TVCG.2010.160	1495	1504	5613491	Fourier analysis;computational complexity;gradient methods;rendering (computer graphics)	Fourier domain derivative error kernel;body centered cubic lattices;computational efficiency;gradient estimation revitalized;gradient reconstruction quality;optimal gradient estimation filters;regular lattice;scalar point samples;volume rendering	Estimation;Image reconstruction;Interpolation;Kernel;Lattices;Spline	Approximation;Body Centered Cubic Lattice;Derivative;Frequency Error Kernel;Gradient;Interpolation;Lattice;Reconstruction;Sampling	We investigate the use of a Fourier-domain derivative error kernel to quantify the error incurred while estimating the gradient of a function from scalar point samples on a regular lattice. We use the error kernel to show that gradient reconstruction quality is significantly enhanced merely by shifting the reconstruction kernel to the centers of the principal lattice directions. Additionally, we exploit the algebraic similarities between the scalar and derivative error kernels to design asymptotically optimal gradient estimation filters that can be factored into an infinite impulse response interpolation prefilter and a finite impulse response directional derivative filter. This leads to a significant performance gain both in terms of accuracy and computational efficiency. The interpolation prefilter provides an accurate scalar approximation and can be re-used to cheaply compute directional derivatives on-the-fly without the need to store gradients. We demonstrate the impact of our filters in the context of volume rendering of scalar data sampled on the Cartesian and Body-Centered Cubic lattices. Our results rival those obtained from other competitive gradient estimation methods while incurring no additional computational or storage overhead.	Alim, U.;Moller, T.;Condat, L.	Simon Fraser Univ., Burnaby, BC, Canada|c|;;	37402559800;37275858700;37294569700
	InfoVis+SciVis	Nov.-Dec. 2010	Direct Interval Volume Visualization	10.1109/TVCG.2010.145	http://dx.doi.org/10.1109/TVCG.2010.145	1505	1514	5613492	data visualisation;parallel processing;pattern classification;rendering (computer graphics)	CUDA;direct interval volume visualization;direct volume rendering;generalized isosurfaces;interval volume rendering;isosurface rendering;parallel processing;ray integration;scale-invariant opacity;scale-invariant rendering;spatial ordering;visual classification	Isosurfaces;Mathematical model;Polynomials;Rendering (computer graphics);Transfer functions	direct volume rendering;interval volume;isosurface;preintegration;ray casting;scale-invariant opacity	We extend direct volume rendering with a unified model for generalized isosurfaces, also called interval volumes, allowing a wider spectrum of visual classification. We generalize the concept of scale-invariant opacity-typical for isosurface rendering-to semi-transparent interval volumes. Scale-invariant rendering is independent of physical space dimensions and therefore directly facilitates the analysis of data characteristics. Our model represents sharp isosurfaces as limits of interval volumes and combines them with features of direct volume rendering. Our objective is accurate rendering, guaranteeing that all isosurfaces and interval volumes are visualized in a crack-free way with correct spatial ordering. We achieve simultaneous direct and interval volume rendering by extending preintegration and explicit peak finding with data-driven splitting of ray integration and hybrid computation in physical and data domains. Our algorithm is suitable for efficient parallel processing for interactive applications as demonstrated by our CUDA implementation.	Ament, M.;Weiskopf, D.;Carr, H.	VISUS (Visualization Res. Center), Univ. Stuttgart, Stuttgart, Germany|c|;;	37393968500;37268045000;37282624500
	InfoVis+SciVis	Nov.-Dec. 2010	VDVR: Verifiable Volume Visualization of Projection-Based Data	10.1109/TVCG.2010.211	http://dx.doi.org/10.1109/TVCG.2010.211	1515	1524	5613493	computerised tomography;data visualisation;rendering (computer graphics);solid modelling	X-ray projection;blurring;computed tomography reconstruction;locality-optimized representation;mixed resolution volume representation;projection-based data;rendering;space-efficient representation;trilinear interpolation;verifiable volume visualization;volume data generation process;volume visualization pipeline	Computed tomography;Data visualization;Frequency domain analysis;Image reconstruction;Interpolation;Pipelines;Rendering (computer graphics)	Direct volume rendering;computed tomography;filtered back-projection;verifiable visualization	Practical volume visualization pipelines are never without compromises and errors. A delicate and often-studied component is the interpolation of off-grid samples, where aliasing can lead to misleading artifacts and blurring, potentially hiding fine details of critical importance. The verifiable visualization framework we describe aims to account for these errors directly in the volume generation stage, and we specifically target volumetric data obtained via computed tomography (CT) reconstruction. In this case the raw data are the X-ray projections obtained from the scanner and the volume data generation process is the CT algorithm. Our framework informs the CT reconstruction process of the specific filter intended for interpolation in the subsequent visualization process, and this in turn ensures an accurate interpolation there at a set tolerance. Here, we focus on fast trilinear interpolation in conjunction with an octree-type mixed resolution volume representation without T-junctions. Efficient rendering is achieved by a space-efficient and locality-optimized representation, which can straightforwardly exploit fast fixed-function pipelines on GPUs.	Ziyi Zheng;Wei Xu;Mueller, K.	Center of Visual Comput., Stony Brook Univ., Stony Brook, NY, USA|c|;;	37599599100;37597172500;37273119700
	InfoVis+SciVis	Nov.-Dec. 2010	Fast High-Quality Volume Ray Casting with Virtual Samplings	10.1109/TVCG.2010.155	http://dx.doi.org/10.1109/TVCG.2010.155	1525	1532	5613494	computer graphic equipment;coprocessors;rendering (computer graphics);splines (mathematics);transfer functions	cubic spline curve;cubic texture filtering;direct volume rendering frameworks;fast high-quality volume ray casting algorithm;high-order convolution filter;higher order reconstruction filter;interactive rendering;polynomial function;programmable GPU;transfer function;virtual samplings;volume scalar smooth reconstruction	Filtering;Image reconstruction;Interpolation;Polynomials;Rendering (computer graphics);Spline;Transfer functions	GPU;curve interpolation.;direct volume rendering;high quality	Volume ray-casting with a higher order reconstruction filter and/or a higher sampling rate has been adopted in direct volume rendering frameworks to provide a smooth reconstruction of the volume scalar and/or to reduce artifacts when the combined frequency of the volume and transfer function is high. While it enables high-quality volume rendering, it cannot support interactive rendering due to its high computational cost. In this paper, we propose a fast high-quality volume ray-casting algorithm which effectively increases the sampling rate. While a ray traverses the volume, intensity values are uniformly reconstructed using a high-order convolution filter. Additional samplings, referred to as virtual samplings, are carried out within a ray segment from a cubic spline curve interpolating those uniformly reconstructed intensities. These virtual samplings are performed by evaluating the polynomial function of the cubic spline curve via simple arithmetic operations. The min max blocks are refined accordingly for accurate empty space skipping in the proposed method. Experimental results demonstrate that the proposed algorithm, also exploiting fast cubic texture filtering supported by programmable GPUs, offers renderings as good as a conventional ray-casting algorithm using high-order reconstruction filtering at the same sampling rate, while delivering 2.5x to 3.3x rendering speed-up.	Byeonghun Lee;Jihye Yun;Jinwook Seo;Byonghyo Shim;Yeong Gil Shin;Bohyoung Kim	Seoul Nat. Univ., Seoul, South Korea|c|;;;;;	37600709600;37599808200;37422552700;37277951300;37366743500;37594632900
	InfoVis+SciVis	Nov.-Dec. 2010	Efficient High-Quality Volume Rendering of SPH Data	10.1109/TVCG.2010.148	http://dx.doi.org/10.1109/TVCG.2010.148	1533	1540	5613495	coprocessors;hydrodynamics;rendering (computer graphics)	GPU;complex order-dependent resampling;fluid rendering;particle resampling;particle voxelization;smoothed particle hydrodynamics;view-space discretization;volume rendering	Adaptation model;Graphics processing unit;Interpolation;Kernel;Rendering (computer graphics);Slabs;Three dimensional displays	GPU resampling;Particle visualization;ray-casting;volume rendering	High quality volume rendering of SPH data requires a complex order-dependent resampling of particle quantities along the view rays. In this paper we present an efficient approach to perform this task using a novel view-space discretization of the simulation domain. Our method draws upon recent work on GPU-based particle voxelization for the efficient resampling of particles into uniform grids. We propose a new technique that leverages a perspective grid to adaptively discretize the view-volume, giving rise to a continuous level-of-detail sampling structure and reducing memory requirements compared to a uniform grid. In combination with a level-of-detail representation of the particle set, the perspective grid allows effectively reducing the amount of primitives to be processed at run-time. We demonstrate the quality and performance of our method for the rendering of fluid and gas dynamics SPH simulations consisting of many millions of particles.	Fraedrich, R.;Auer, S.;Westermann, R.	Comput. Graphics & Visualization Group, Tech. Univ. at Munchen, Mu&#x0308;nchen, Germany|c|;;	37590979700;37411079300;37444424000
	InfoVis+SciVis	Nov.-Dec. 2010	Fast, Memory-Efficient Cell Location in Unstructured Grids for Visualization	10.1109/TVCG.2010.156	http://dx.doi.org/10.1109/TVCG.2010.156	1541	1550	5613496	computational geometry;data visualisation;interpolation;tree data structures	associated construction algorithm;complex geometries;data structure;interpolation problem;memory-efficient cell location;spatial subdivision schemes;unstructured grids;visualization techniques	Arrays;Data visualization;Indexes;Interpolation;Octrees	cell location;interpolation;unstructured grids;vector field visualization	Applying certain visualization techniques to datasets described on unstructured grids requires the interpolation of variables of interest at arbitrary locations within the dataset's domain of definition. Typical solutions to the problem of finding the grid element enclosing a given interpolation point make use of a variety of spatial subdivision schemes. However, existing solutions are memory- intensive, do not scale well to large grids, or do not work reliably on grids describing complex geometries. In this paper, we propose a data structure and associated construction algorithm for fast cell location in unstructured grids, and apply it to the interpolation problem. Based on the concept of bounding interval hierarchies, the proposed approach is memory-efficient, fast and numerically robust. We examine the performance characteristics of the proposed approach and compare it to existing approaches using a number of benchmark problems related to vector field visualization. Furthermore, we demonstrate that our approach can successfully accommodate large datasets, and discuss application to visualization on both CPUs and GPUs.	Garth, C.;Joy, K.I.	Inst. of Data Anal. & Visualization, Univ. of California, Davis, CA, USA|c|;	37282573700;37267811400
	InfoVis+SciVis	Nov.-Dec. 2010	Visualization by Proxy: A Novel Framework for Deferred Interaction with Volume Data	10.1109/TVCG.2010.215	http://dx.doi.org/10.1109/TVCG.2010.215	1551	1559	5613497	computational complexity;data visualisation;interactive systems;rendering (computer graphics);transfer functions	data exploration;data set complexity;deferred interaction;interactivity;proxy images;rendering algorithm;transfer function exploration;visualization;volume data	Attenuation;Cameras;Image color analysis;Lighting;Rendering (computer graphics);Three dimensional displays;Transfer functions	deferred interaction;image-based rendering;volume distortion camera;volume visualization	Interactivity is key to exploration of volume data. Interactivity may be hindered due to many factors, e.g. large data size,high resolution or complexity of a data set, or an expensive rendering algorithm. We present a novel framework for visualizing volumedata that enables interactive exploration using proxy images, without accessing the original 3D data. Data exploration using directvolume rendering requires multiple (often redundant) accesses to possibly large amounts of data. The notion of visualization by proxyrelies on the ability to defer operations traditionally used for exploring 3D data to a more suitable intermediate representation forinteraction - proxy images. Such operations include view changes, transfer function exploration, and relighting. While previous workhas addressed specific interaction needs, we provide a complete solution that enables real-time interaction with large data sets andhas low hardware and storage requirements.	Tikhonova, A.;Correa, C.;Kwan-Liu Ma	Univ. of California, Davis, CA, USA|c|;;	37404049100;37282925900;37275869400
	InfoVis+SciVis	Nov.-Dec. 2010	Interactive Vector Field Feature Identification	10.1109/TVCG.2010.170	http://dx.doi.org/10.1109/TVCG.2010.170	1560	1568	5613498	data visualisation;vectors	diverse feature types;feature based visualizations;feature exploration;interactive exploration;interactive vector field feature identification;simultaneous identification;user specified feature templates;vector field data;vector field points	Aerospace electronics;Data visualization;Feature extraction;Linear systems;Painting;Vectors;Visualization	data clustering;feature classification;high-dimensional data;user interaction;vector field	We introduce a flexible technique for interactive exploration of vector field data through classification derived from user-specified feature templates. Our method is founded on the observation that, while similar features within the vector field may be spatially disparate, they share similar neighborhood characteristics. Users generate feature-based visualizations by interactively highlighting well-accepted and domain specific representative feature points. Feature exploration begins with the computation of attributes that describe the neighborhood of each sample within the input vector field. Compilation of these attributes forms a representation of the vector field samples in the attribute space. We project the attribute points onto the canonical 2D plane to enable interactive exploration of the vector field using a painting interface. The projection encodes the similarities between vector field points within the distances computed between their associated attribute points. The proposed method is performed at interactive rates for enhanced user experience and is completely flexible as showcased by the simultaneous identification of diverse feature types.	Daniels II, Joel;Anderson, E.W.;Nonato, L.G.;Silva, C.T.	Sch. of Comput. & Sci. Comput., Univ. of Utah, Salt Lake City, UT, USA|c|;;;	37602531100;37592852700;37590974800;37275249200
	InfoVis+SciVis	Nov.-Dec. 2010	Interactive Separating Streak Surfaces	10.1109/TVCG.2010.169	http://dx.doi.org/10.1109/TVCG.2010.169	1569	1577	5613499	data visualisation;feature extraction;interactive systems;solid modelling	3D unsteady flow exploration;GPU;Lagrangian coherent structure;feature extraction;finite time Lyapunov exponent;interactive technique;particle density;particle trajectory;real-time visualization;ridges;seeding structure;semantic separable surface;separation profile;separation surface;streak surface;visual analysis	Feature extraction;Graphics processing unit;Pixel;Skeleton;Surface reconstruction;Three dimensional displays	GPUs;Unsteady flow visualization;feature extraction;streak surface generation	Streak surfaces are among the most important features to support 3D unsteady flow exploration, but they are also among the computationally most demanding. Furthermore, to enable a feature driven analysis of the flow, one is mainly interested in streak surfaces that show separation profiles and thus detect unstable manifolds in the flow. The computation of such separation surfaces requires to place seeding structures at the separation locations and to let the structures move correspondingly to these locations in the unsteady flow. Since only little knowledge exists about the time evolution of separating streak surfaces, at this time, an automated exploration of 3D unsteady flows using such surfaces is not feasible. Therefore, in this paper we present an interactive approach for the visual analysis of separating streak surfaces. Our method draws upon recent work on the extraction of Lagrangian coherent structures (LCS) and the real-time visualization of streak surfaces on the GPU. We propose an interactive technique for computing ridges in the finite time Lyapunov exponent (FTLE) field at each time step, and we use these ridges as seeding structures to track streak surfaces in the time-varying flow. By showing separation surfaces in combination with particle trajectories, and by letting the user interactively change seeding parameters such as particle density and position, visually guided exploration of separation profiles in 3D is provided. To the best of our knowledge, this is the first time that the reconstruction and display of semantic separable surfaces in 3D unsteady flows can be performed interactively, giving rise to new possibilities for gaining insight into complex flow phenomena.	Ferstl, F.;Burger, K.;Theisel, H.;Westermann, R.	Comput. Graphics & Visualization group, Tech. Univ. Munchen, Mu&#x0308;nchen, Germany|c|;;;	37606419000;37587634700;37266875400;37444424000
