Paper ID	Conference	Year	Title	DOI	Link	First Page	Last Page	IEEE Xplore Article Number	INSPEC Controlled	INSPEC Non-Controlled	IEEE Terms	Author Keywords	Abstract	Author Names	Author Affiliations	Author IDs
	InfoVis	21-21 Oct. 2003	IEEE Symposium on Information Visualization 2003 (IEEE Cat. No.03TH8714)	10.1109/INFVIS.2003.1249000	http://dx.doi.org/10.1109/INFVIS.2003.1249000			1249000	computer displays;data visualisation;graphs;hidden feature removal	computer displays;context;design studies;graphs;high dimensionality;linking;multiscale systems;occlusion;visualization evaluation	Computer displays;Visualization		The following topics are dealt with: computer displays; multiscaling; graphs; high dimensionality; occlusion; visualization evaluation; linking and design studies.			
	InfoVis	21-21 Oct. 2003	Thinking with visualization	10.1109/INFVIS.2003.1249001	http://dx.doi.org/10.1109/INFVIS.2003.1249001	3	3	1249001			Books;Cities and towns;Computer architecture;Computer science;Data visualization;Displays;Geographic Information Systems;Humans;Psychology;Software systems			Ware, C.	Data Visualization Research Lab|c|	37265850800
	InfoVis	21-21 Oct. 2003	Exploding the frame: designing for wall-size computer displays	10.1109/INFVIS.2003.1249002	http://dx.doi.org/10.1109/INFVIS.2003.1249002	7		1249002	computer displays;screens (display)	IMAX films;control design;data displays;data set representations;display walls;frameless screens;graphic design;high-resolution displays;image design;image visualization;interactive design;interface design;interface research;pervasive computing;tiled displays;visual images;visual interface;visual space;wall-size computer displays;wall-size digital displays	Computer displays;Computer science;Control design;Data visualization;Education;Educational institutions;Graphics;Large screen displays;Pervasive computing;Production		"High-resolution wall-size digital displays present significant new and different visual space to show and see imagery. The author has been working with two wall-size digital displays at Princeton University for five years and directing and producing IMAX films for a decade, and he has noted some unique design considerations for creating effective visual images when they are spread across entire walls. The author suggests these ""frameless"" screens - where images are so large we need to look around to see the entire field - need different ways of thinking about image design and visualization. Presenting such things as scale and detail take on new meaning when they can be displayed life-size and not shown in the context of one or many small frames such as we see everywhere. These design ideas will be of use for pervasive computing, interface research and design, interactive design, control design, representations of massive data sets, and creating effective displays of data for research and education."	Shedd, B.	Princeton Univ., NJ, USA|c|	37443178200
	InfoVis	21-21 Oct. 2003	Information esthetics: from MoMa to wall street	10.1109/INFVIS.2003.1249003	http://dx.doi.org/10.1109/INFVIS.2003.1249003	11	11	1249003			Art;Computer graphics;Data visualization;Decoding;Digital images;Displays;Guidelines;Knowledge acquisition;Pipelines;User interfaces			Paley, W.B.	Digital Image Design & Columbia University|c|	38202672400
	InfoVis	21-21 Oct. 2003	Smooth and efficient zooming and panning	10.1109/INFVIS.2003.1249004	http://dx.doi.org/10.1109/INFVIS.2003.1249004	15	23	1249004	computational geometry;computer animation;data visualisation;graphical user interfaces;image processing	2D information spaces;abstract visualization;animation speed;computational model;image visualization;inspection techniques;map visualization;navigation;optimal animations;panning;perceived velocity;scale space;scrolling;smooth animations;software engineering;user interfaces;zooming	Animation;Chromium;Cities and towns;Computational modeling;Computer graphics;Data visualization;Navigation;Software engineering;Switches;Uninterruptible power systems		Large 2D information spaces, such as maps, images, or abstract visualizations, require views at various level of detail: close ups to inspect details, overviews to maintain (literally) an overview. Users often switch between these views. We discuss how smooth animations from one view to another can be defined. To this end, a metric on the effect of simultaneous zooming and panning is defined, based on an estimate of the perceived velocity. Optimal is defined as smooth and efficient. Given the metric, these terms can be translated into a computational model, which is used to calculate an analytic solution for optimal animations. The model has two free parameters: animation speed and zoom/pan trade off. A user experiment to find good values for these is described.	van Wijk, J.J.;Nuij, W.A.A.	Dept. of Math. & Comput. Sci., Technische Universiteit Eindvohen, Netherlands|c|;	37267249200;38201799400
	InfoVis	21-21 Oct. 2003	A model of multi-scale perceptual organization in information graphics	10.1109/INFVIS.2003.1249005	http://dx.doi.org/10.1109/INFVIS.2003.1249005	23	30	1249005	computer displays;computer vision;data visualisation;graphical user interfaces;software tools	design aid;design methodology;formal model;grayscale image;human perception;information graphics;lattice structure;machine vision;multiple resolutions;multiscale perceptual organization;perceptual structure;scale space;screen design;software psychology;software tool;user interfaces;user/machine systems;visual displays;visual organization;visual structure	Collaboration;Design methodology;Displays;Graphics;Gray-scale;Guidelines;Humans;Image analysis;Software tools;Visualization		We propose a new method for assessing the perceptual organization of information graphics, based on the premise that the visual structure of an image should match the structure of the data it is intended to convey. The core of our method is a new formal model of one type of perceptual structure, based on classical machine vision techniques for analyzing an image at multiple resolutions. The model takes as input an arbitrary grayscale image and returns a lattice structure describing the visual organization of the image. We show how this model captures several aspects of traditional design aesthetics, and we describe a software tool that implements the model to help designers analyze and refine visual displays. Our emphasis here is on demonstrating the model's potential as a design aid rather than as a description of human perception, but given its initial promise we propose a variety of ways in which the model could be extended and validated.	Wattenberg, M.;Fisher, D.	Collaborative User Experience Group, IBM Res., White Plains, NY, USA|c|;	37550759700;37737355700
	InfoVis	21-21 Oct. 2003	Exploring high-D spaces with multiform matrices and small multiples	10.1109/INFVIS.2003.1249006	http://dx.doi.org/10.1109/INFVIS.2003.1249006	31	38	1249006	data analysis;data mining;data visualisation;geographic information systems;medical diagnostic computing;object-oriented programming;pattern recognition;visual databases	EDA;GeoVISTA Studio;bivariate maps;bivariate matrix;bivariate representation;bivarite small multiple plot;cancer diagnosis;component-based architecture;conditional entropy;default order;exploratory data analysis;geovisualization;high-dimensional data set;high-dimensional space exploration;information visualization;mortality data;multiform matrices;multiple display;multivariate data;risk factors;scatterplot matrices;scatterplot matrix;scatterplots;small multiples;space-filling displays;visual analysis	Cancer;Data analysis;Data visualization;Displays;Electronic design automation and methodology;Entropy;Filtering;Information analysis;Scattering;Space exploration		We introduce an approach to visual analysis of multivariate data that integrates several methods from information visualization, exploratory data analysis (EDA), and geovisualization. The approach leverages the component-based architecture implemented in GeoVISTA Studio to construct a flexible, multiview, tightly (but generically) coordinated, EDA toolkit. This toolkit builds upon traditional ideas behind both small multiples and scatterplot matrices in three fundamental ways. First, we develop a general, multiform, bivariate matrix and a complementary multiform, bivariate small multiple plot in which different bivariate representation forms can be used in combination. We demonstrate the flexibility of this approach with matrices and small multiples that depict multivariate data through combinations of: scatterplots, bivariate maps, and space-filling displays. Second, we apply a measure of conditional entropy to (a) identify variables from a high-dimensional data set that are likely to display interesting relationships and (b) generate a default order of these variables in the matrix or small multiple display. Third, we add conditioning, a kind of dynamic query/filtering in which supplementary (undisplayed) variables are used to constrain the view onto variables that are displayed. Conditioning allows the effects of one or more well understood variables to be removed form the analysis, making relationships among remaining variables easier to explore. We illustrate the individual and combined functionality enabled by this approach through application to analysis of cancer diagnosis and mortality data and their associated covariates and risk factors.	MacEachren, A.;Hardisty, F.;Diansheng Guo;Lengerich, G.	Dept. of Geogr., Pennsylvania State Univ., University Park, VA, USA|c|;;;	37374699000;37945504200;38197945800;38202682500
	InfoVis	21-21 Oct. 2003	Design choices when architecting visualizations	10.1109/INFVIS.2003.1249007	http://dx.doi.org/10.1109/INFVIS.2003.1249007	41	48	1249007	data visualisation;meta data;software architecture;visual databases	Rivet;data access;data sets;data transformations;design tradeoffs;information systems;information visualization;internal data model;modular objects;semantic meta-data information;system architecture;visual decodings;visualization architecture;visualization system;visualization tool prototyping	Chromium;Data models;Data visualization;Displays;Encoding;Information analysis;Information systems;Polarization;Prototypes;User interfaces		In this paper, we focus on some of the key design decisions we faced during the process of architecting a visualization system and present some possible choices, with their associated advantages and disadvantages. We frame this discussion within the context of Rivet, our general visualization environment designed for rapidly prototyping interactive, exploratory visualization tools for analysis. As we designed increasingly sophisticated visualizations, we needed to refine Rivet in order to be able to create these richer displays for larger and more complex data sets. The design decisions we discuss in this paper include: the internal data model, data access, semantic meta-data information the visualization can use to create effective visual decodings, the need for data transformations in a visualization tool, modular objects for flexibility, and the tradeoff between simplicity and expressiveness when providing methods for creating visualizations.	Tang, D.;Stolte, C.;Bosche, R.	Stanford Univ., CA, USA|c|;;	37652594600;37442008700;37446738400
	InfoVis	21-21 Oct. 2003	Edgelens: an interactive method for managing edge congestion in graphs	10.1109/INFVIS.2003.1249008	http://dx.doi.org/10.1109/INFVIS.2003.1249008	51	58	1249008	air traffic;data visualisation;graphs	Edgelens;Web structures;airline routes;data sets;data visualization;distortion lens;electrical networks;graph edge congestion management;graph layout;graphs;individual edges;information visualization;interactive method;interactive visualization;interconnected nodes;navigation;telecommunication networks;visual information	Chromium;Cities and towns;Computer science;Data visualization;Layout;Lenses;Navigation;Power grids;Telecommunication congestion control;Telephony		An increasing number of tasks require people to explore, navigate and search extremely complex data sets visualized as graphs. Examples include electrical and telecommunication networks, Web structures, and airline routes. The problem is that graphs of these real world data sets have many interconnected nodes, ultimately leading to edge congestion: the density of edges is so great that they obscure nodes, individual edges, and even the visual information beneath the graph. To address this problem we developed an interactive technique called EdgeLens. An EdgeLens interactively curves graph edges away for a person's focus attention without changing the node positions. This opens up sufficient space to disambiguate node and edge relationships and to see underlying information while still preserving node layout. Initially two methods of creating this interaction were developed and compared in a user study. The results of this study were used in the selection of a basic approach and the subsequent development of the EdgeLens. We then improved the EdgeLens through use of transparency and colour and by allowing multiple lenses to appear on the graph.	Wong, N.;Carpendale, S.;Greenberg, S.	Dept. of Comput. Sci., Calgary Univ., Alta., Canada|c|;;	38198657400;38268267400;37352792200
	InfoVis	21-21 Oct. 2003	MoireGraphs: radial focus+context visualization and interaction for graphs with visual nodes	10.1109/INFVIS.2003.1249009	http://dx.doi.org/10.1109/INFVIS.2003.1249009	59	66	1249009	data visualisation;trees (mathematics)	MoireGraphs;animated transitions;communicating topology;graph drawing;graphs;information visualization;level highlighting;node information;radial focus+context interaction;radial focus+context visualization;radial graph layout;radial rotation;tree visualization;visual information;visual nodes	Animation;Computer graphics;Computer science;Data visualization;Displays;Focusing;Geometry;Layout;Topology;Tree graphs		Graph and tree visualization techniques enable interactive exploration of complex relations while communicating topology. However, most existing techniques have not been designed for situations where visual information such as images is also present at each node and must be displayed. This paper presents MoireGraphs to address this need. MoireGraphs combine a new focus+context radial graph layout with a suite of interaction techniques (focus strength changing, radial rotation, level highlighting, secondary foci, animated transitions and node information) to assist in the exploration of graphs with visual nodes. The method is scalable to hundreds of displayed visual nodes.	Jankun-Kelly, T.J.;Kwan-Liu Ma	Mississippi State Univ., Starkville, MS, USA|c|;	38198374100;37275869400
