Paper ID	Conference	Year	Title	DOI	Link	First Page	Last Page	IEEE Xplore Article Number	INSPEC Controlled	INSPEC Non-Controlled	IEEE Terms	Author Keywords	Abstract	Author Names	Author Affiliations	Author IDs
	InfoVis	2000	New methods for the visualization of electric power system information	10.1109/INFVIS.2000.885101	http://dx.doi.org/10.1109/INFVIS.2000.885101	131	16c	885101	computer animation;data visualisation;electricity supply industry;power system analysis computing	data aggregation;electric industry restructuring;electric power system information visualization;electrical nodes;interactive 3D data visualization;large-scale electric power systems;multivariate data;network power flows;power system flow animation;transmission system capacity	Animation;Data visualization;Industrial relations;Information analysis;Job shop scheduling;Large-scale systems;Load flow;Power system analysis computing;Power systems;Power transmission lines		One area in need of new research in information visualization is the operation and analysis of large-scale electric power systems. In analyzing power systems, one is usually confronted with a large amount of multivariate data. With systems containing tens of thousands of electrical nodes (buses), a key challenge is to present this data in a form so the user can assess the state of the system in an intuitive and quick manner. This is particularly true when trying to analyze relationships between actual network power flows, the scheduled power flows, and the capacity of the transmission system. With electric industry restructuring and the move towards having a single entity, such as an independent system operator or pool, operate a much larger system, this need has become more acute. This paper presents several power system visualization techniques to help in this task. These techniques include animation of power system flow values, contouring of bus and transmission line flow values, data aggregation techniques and interactive 3D data visualization	Overbye, T.J.;Weber, J.D.	Illinois Univ., Urbana, IL, USA|c|;	37272088600;37333495700
	InfoVis	2000	Visualizing massive multi-digraphs	10.1109/INFVIS.2000.885089	http://dx.doi.org/10.1109/INFVIS.2000.885089	39	47	885089	data visualisation;directed graphs;graphical user interfaces;interactive systems;set theory;trees (mathematics)	C language;Java-3D;MGV;arbitrary visual representations;client-server paradigm;drill-down interface;geographic information;graph data;graph hierarchy slice;integrated visualization/exploration system;interactive pixel-oriented maps;interactive response;massive multi-digraph navigation;massive multi-digraph visualization;multi-linked views;navigation control;out-of-core graph hierarchy;predetermined tree;statistical displays;underlying digraph;vertex set;visualization techniques;zoomable label based interface	Data visualization;Java;Laboratories;Navigation;Plugs;Random access memory;Read-write memory;Three dimensional displays;Tree graphs;Two dimensional displays		We describe MGV, an integrated visualization and exploration system for massive multi-digraph navigation. MGV's only assumption is that the vertex set of the underlying digraph corresponds to the set of leaves of a predetermined tree T. MGV builds an out-of-core graph hierarchy and provides mechanisms to plug in arbitrary visual representations for each graph hierarchy slice. Navigation from one level to another of the hierarchy corresponds to the implementation of a drill-down interface. In order to provide the user with navigation control and interactive response, MGV incorporates a number of visualization techniques like interactive pixel-oriented 2D and 3D maps, statistical displays, multi-linked views, and a zoomable label based interface. This makes the association of geographic information and graph data very natural. MGV follows the client-server paradigm and it is implemented in C and Java-3D. We highlight the main algorithmic and visualization techniques behind the tools and point out along the way several possible application scenarios. Our techniques are being applied to multi-graphs defined on vertex sets with sizes ranging from 100 million to 250 million vertices	Abello, J.;Korn, J.	;	37662339600;38179814200
	InfoVis	2000	Creativity, complexity, and precision: information visualization for (landscape) architecture	10.1109/INFVIS.2000.885105	http://dx.doi.org/10.1109/INFVIS.2000.885105	167	171	885105	CAD;data visualisation;groupware;human factors;user interfaces	3D collaborative electronic workspace;CAD;data storage;ethnographic studies;heterogeneous work materials;human-centered approach;information visualization;landscape design	Collaborative work;Computer architecture;Computer science;Data visualization;Electrical capacitance tomography;Humans;Logistics;Memory;Sociology;Space technology		Drawing on ethnographic studies of (landscape) architects at work, this paper presents a human-centered approach to information visualization. A 3D collaborative electronic workspace allows people to configure, save and browse arrangements of heterogeneous work materials. Spatial arrangements and links are created and maintained as an integral part of ongoing work with `live' documents and objects. The result is an extension of the physical information space of the architects' studio that utilizes the potential of electronic data storage, visualization and network technologies to support work with information in context	Buscher, M.;Shapiro, D.;Christensen, M.;Mogensen, P.;Orbaek, P.	Dept. of Sociology, Lancaster Univ., UK|c|;;;;	38026813600;38031107700;37442180300;38017841600;38018324800
	InfoVis	2000	Metaphor-aware 3D navigation	10.1109/INFVIS.2000.885104	http://dx.doi.org/10.1109/INFVIS.2000.885104	155	165	885104	Internet;computer network management;data visualisation;user interfaces	3D browsers;3D interfaces;CyberNet project;adaptive navigation features;computer network management;information visualization;metaphor-aware 3D navigation;three-dimensional interfaces;user interface;virtual 3D space	Cameras;Data visualization;Decision making;Mice;Motion planning;Navigation;Project management;Research and development management;User interfaces		Anyone who has ever experienced three-dimensional (3D) interfaces will agree that navigating in a 3D world is not a trivial task. The user interface of traditional 3D browsers provides simple navigation tools that allow the user to modify the camera parameters such as orientation, position and focal. Using these tools, it is frequent that, after some movements, the user is lost in the virtual 3D space and usually tries to restart from the beginning. We present how the 3D navigation problem is addressed in the context of the CyberNet project (Abel et al., 2000). Our underlying principle is to help the user navigate by adapting the navigation tool to the virtual world. We feel that the navigation schemes provided by the 3D browsers are too generic for some specific 3D tools and we have developed adaptive navigation features that are dependent on the 3D metaphor used for visualizing the information and on the user's task	Russo dos Santos, C.;Gros, P.;Loisel, D.;Paris, J.P.	Eurecom Inst., Sophia Antipolis, France|c|;;;	38255198800;37267120600;37442603000;38255941300
	InfoVis	2000	From metaphor to method: cartographic perspectives on information visualization	10.1109/INFVIS.2000.885095	http://dx.doi.org/10.1109/INFVIS.2000.885095	91	97	885095	cartography;data visualisation	cartographic form;feature labeling;geographic information;information visualization;map design;map projections;mapping;spatial metaphors	Visualization		By virtue of their spatio-cognitive abilities, humans are able to navigate through geographic space as well as meaningfully communicate geographic information represented in cartographic form. The current dominance of spatial metaphors in information visualization research is the result of the realization that those cognitive skills also have value in the exploration and analysis of non-geographic information. While mapping or landscape metaphors are routinely used in this field, there is a noticeable lack of consideration for existing cartographic expertise. This is especially apparent whenever problematic issues are encountered, such as graphic complexity or feature labeling. There are a number of areas in which a cartographic outlook could provide a valuable perspective. This paper discusses how geographic and cartographic notions may influence the design of visualizations for textual information spaces. Map projections, generalization, feature labeling and map design issues are discussed	Skupin, A.	Dept. of Geogr., New Orleans Univ., LA, USA|c|	38015091900
	InfoVis	2000	Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations	10.1109/INFVIS.2000.885091	http://dx.doi.org/10.1109/INFVIS.2000.885091	57	65	885091	computer displays;data visualisation;interactive systems	complete information space;flexible browsing;focus/context display;information hierarchies;information hierarchy;navigation techniques;peripheral slices;radial space-filling hierarchy visualizations;visualization/interaction techniques	Computer displays;Educational institutions;File systems;Geometry;Navigation;Organization Charts;Space technology;Visualization		Radial, space-filling visualizations can be useful for depicting information hierarchies, but they suffer from one major problem. As the hierarchy grows in size, many items become small, peripheral slices that are difficult to distinguish. We have developed three visualization/interaction techniques that provide flexible browsing of the display. The techniques allow viewers to examine the small items in detail while providing context within the entire information hierarchy. Additionally, smooth transitions between views help users maintain orientation within the complete information space	Stasko, J.;Zhang, E.	GVU Center, Georgia Inst. of Technol., Atlanta, GA, USA|c|;	37267736900;38020590400
	InfoVis	2000	A scalable framework for information visualization	10.1109/INFVIS.2000.885088	http://dx.doi.org/10.1109/INFVIS.2000.885088	27	36	885088	data visualisation;graphical user interfaces;graphs	3-dimensional visualization space;Focus+Context technique;arbitrary levels of detail;complex hierarchy graphs;dynamic hierarchy computation;frame of reference;graphical interface;heterogeneous information spaces;high dimensional information space;information quantities;information sets;information structures;preprocessing;scalable information visualization framework;textual similarities;unstructured information spaces;user controlled refinement	Computer graphics;Computer interfaces;Computer science;Control systems;Data visualization;Extraterrestrial measurements;Filtering;Merging;Navigation;Tree graphs		The paper describes major concepts of a scalable information visualization framework. We assume that the exploration of heterogeneous information spaces at arbitrary levels of detail requires a suitable preprocessing of information quantities, the combination of different graphical interfaces and the illustration of the frame of reference of given information sets. The innovative features of our system include: dynamic hierarchy computation and user controlled refinement of those hierarchies for preprocessing unstructured information spaces; a new Focus+Context technique for visualizing complex hierarchy graphs; a new paradigm for visualizing information structures within their frame of reference; and a new graphical interface that utilizes textual similarities to arrange objects of high dimensional information space in 3-dimensional visualization space	Kreuseler, M.;Lopez, N.;Schumann, H.	Dept. of Comput. Sci., Rostock Univ., Germany|c|;;	37938665500;38025121600;37283240400
	InfoVis	2000	Redefining the focus and context of focus+context visualization	10.1109/INFVIS.2000.885094	http://dx.doi.org/10.1109/INFVIS.2000.885094	85	89	885094	data visualisation	Flip Zooming;desktop computer;focus+context technique;information visualization	Art;Books;Displays;Focusing;Painting;Tiles;Visualization;Web pages		The increasing diversity of computers, especially among small mobile devices such as mobile phones and PDAs, raise new questions about information visualization techniques developed for the desktop computer. Using a series of examples ranging from applications for ordinary desktop displays to web-browsers and other applications for PDAs, we describe how a focus+context technique, Flip Zooming, is changed due to the situation it is used in. Based on these examples, we discuss how the use of “focus” and “context” in focus+context techniques change in order to fit new areas of use for information visualization	Bjork, S.;Redstrom, J.	Interactive Inst., Gothenburg, Sweden|c|;	37444610400;37444612100
	InfoVis	2000	Collaborative geographic visualization: enabling shared understanding of environmental processes	10.1109/INFVIS.2000.885102	http://dx.doi.org/10.1109/INFVIS.2000.885102	137	141	885102	data visualisation;environmental science computing;geography;groupware;task analysis;user centred design	collaborative geographic visualization;dynamic geovisualization displays;environmental processes;environmental science research;expert guideline-based evaluation;group work;human-centered system design;summative comparative evaluation;usability;user task analysis;user-centered evaluation;virtual environments	Animation;Collaboration;Collaborative work;Data visualization;Decision making;Displays;Geography;Lifting equipment;Process planning;Prototypes		We describe a prototype same-time/different-place collaborative geovisualization environment. We outline an approach to understanding use and usability and present results of interviews with domain experts about the ways in which collaborative visualization might enable groups to work at a distance. One goal for our research is to design an effective and flexible system that can support group work on environmental science research mediated through dynamic geovisualization displays. We are addressing this goal using a four-step human-centered system design process, modeled on that proposed by (Gabbard et al., 1999) for development and evaluation of virtual environments. The steps they delineate are: user task analysis; expert guideline-based evaluation; formative user-centered evaluation; and summative comparative evaluation	Brewer, I.;MacEachren, A.M.;Abdo, H.;Gundrum, J.;Otto, G.	Dept. of Geogr., Penn State Univ., PA, USA|c|;;;;	38018021800;37374699000;38015217400;38015217200;38016367600
	InfoVis	2000	Information content measures of visual displays	10.1109/INFVIS.2000.885096	http://dx.doi.org/10.1109/INFVIS.2000.885096	99	103	885096	data visualisation;software metrics;user interfaces	information content;metrics;relative effectiveness;visualization	Displays		With an increase in the number of different visualization techniques, it becomes necessary to develop a measure for evaluating the effectiveness of visualizations. Metrics to evaluate visual displays were developed based on measures of information content developed by Shannon and used in communication theory. These measures of information content can be used to quantify the relative effectiveness of displays	Yang-Pelaez, J.	Dept. of Mech. Eng., MIT, Cambridge, MA, USA|c|	38015163000
