Paper ID	Conference	Year	Title	DOI	Link	First Page	Last Page	IEEE Xplore Article Number	INSPEC Controlled	INSPEC Non-Controlled	IEEE Terms	Author Keywords	Abstract	Author Names	Author Affiliations	Author IDs
	VAST+InfoVis+SciVis	Dec. 2013	VIS 2013 Capstone Speaker: Information Visualization: Challenges and Opportunities	10.1109/TVCG.2013.216	http://dx.doi.org/10.1109/TVCG.2013.216	xxviii	xxviii	6634140	data analysis;data visualisation	abstract data interaction;abstract data visualization;information visualization			Summary form only given. In the past decades many new techniques have been developed to visualize and interact with abstract data, but also, many challenges remain. In my talk I will reflect on how to make progress in our field: how to identify interesting problems and next how to find effective solutions. I will begin with an attempt to identify characteristics of interesting problems, and discuss windows of opportunity for data, tasks, and users. Some problems have been solved, some are too hard to deal with, what is the range we should aim at? And what impact can be obtained? Next, I discuss strategies and approaches for finding novel solutions, such as combining existing approaches and finding inspiration in other disciplines, including art and design. This talk is based on lessons we learned while developing new techniques, and will be illustrated with a variety of cases and demos from our group at TU/e, showing successes and failures.			
	VAST+InfoVis+SciVis	Dec. 2013	A Partition-Based Framework for Building and Validating Regression Models	10.1109/TVCG.2013.125	http://dx.doi.org/10.1109/TVCG.2013.125	1962	1971	6634169	data visualisation;mathematics computing;regression analysis;solid modelling	application domains;domain knowledge;energy sector deployment;feature subset selection;five-dimensional model;input variable selection process;natural gas consumption;partition-based framework;regression model building;relevance quantification;relevance visualization;variable interaction;variable structure;variable transformation	Complexity theory;Computational modeling;Feature extraction;Frequency-domain analysis;Modeling;Regression analysis	Complexity theory;Computational modeling;Feature extraction;Frequency-domain analysis;Modeling;Regression;Regression analysis;data partitioning;feature selection;guided visualization;model building;visual knowledge discovery	Regression models play a key role in many application domains for analyzing or predicting a quantitative dependent variable based on one or more independent variables. Automated approaches for building regression models are typically limited with respect to incorporating domain knowledge in the process of selecting input variables (also known as feature subset selection). Other limitations include the identification of local structures, transformations, and interactions between variables. The contribution of this paper is a framework for building regression models addressing these limitations. The framework combines a qualitative analysis of relationship structures by visualization and a quantification of relevance for ranking any number of features and pairs of features which may be categorical or continuous. A central aspect is the local approximation of the conditional target distribution by partitioning 1D and 2D feature domains into disjoint regions. This enables a visual investigation of local patterns and largely avoids structural assumptions for the quantitative ranking. We describe how the framework supports different tasks in model building (e.g., validation and comparison), and we present an interactive workflow for feature subset selection. A real-world case study illustrates the step-wise identification of a five-dimensional model for natural gas consumption. We also report feedback from domain experts after two months of deployment in the energy sector, indicating a significant effort reduction for building and improving regression models.			
	VAST+InfoVis+SciVis	Dec. 2013	Decision Exploration Lab: A Visual Analytics Solution for Decision Management	10.1109/TVCG.2013.146	http://dx.doi.org/10.1109/TVCG.2013.146	1972	1981	6634184	business data processing;data visualisation;decision support systems;expert systems;ontologies (artificial intelligence)	ODM;artificial intelligence;business domain;business logic;decision exploration lab;decision logic;expert system;ontologies;operational decision management;visual analytics solution	Analytical models;Data visualization;Decision making;Statistical analysis;Visual analytics	Analytical models;Data visualization;Decision making;Decision support systems;Model validation and Analysis;Multivariate statistics;Program Analysis;Statistical analysis;Visual analytics	We present a visual analytics solution designed to address prevalent issues in the area of Operational Decision Management (ODM). In ODM, which has its roots in Artificial Intelligence (Expert Systems) and Management Science, it is increasingly important to align business decisions with business goals. In our work, we consider decision models (executable models of the business domain) as ontologies that describe the business domain, and production rules that describe the business logic of decisions to be made over this ontology. Executing a decision model produces an accumulation of decisions made over time for individual cases. We are interested, first, to get insight in the decision logic and the accumulated facts by themselves. Secondly and more importantly, we want to see how the accumulated facts reveal potential divergences between the reality as captured by the decision model, and the reality as captured by the executed decisions. We illustrate the motivation, added value for visual analytics, and our proposed solution and tooling through a business case from the car insurance industry.	Broeksema, B.	IBM France Center for Adv. Studies, Univ. of Groningen, Groningen, France|c|	
	VAST+InfoVis+SciVis	Dec. 2013	Vis4Heritage: Visual Analytics Approach on Grotto Wall Painting Degradations	10.1109/TVCG.2013.219	http://dx.doi.org/10.1109/TVCG.2013.219	1982	1991	6634172	data analysis;data visualisation;history;painting;walls	Vis4Heritage;degradation area scales;degradation pattern discovery;grotto wall painting degradations;grotto wall protection;historic cultural icons;multidimensional visualization techniques;multiscale analytic;nature environment;renowned World Heritage site;visual analytics approach;visual analytics framework	Correlation;Cultural differences;Data visualization;Painting;Visual analytics	Correlation;Cultural Heritage;Cultural differences;Data visualization;Degradation;Painting;Visual Analytics;Visual analytics;Wall Paintings	For preserving the grotto wall paintings and protecting these historic cultural icons from the damage and deterioration in nature environment, a visual analytics framework and a set of tools are proposed for the discovery of degradation patterns. In comparison with the traditional analysis methods that used restricted scales, our method provides users with multi-scale analytic support to study the problems on site, cave, wall and particular degradation area scales, through the application of multidimensional visualization techniques. Several case studies have been carried out using real-world wall painting data collected from a renowned World Heritage site, to verify the usability and effectiveness of the proposed method. User studies and expert reviews were also conducted through by domain experts ranging from scientists such as microenvironment researchers, archivists, geologists, chemists, to practitioners such as conservators, restorers and curators.	Jiawan Zhang	Sch. of Comput. Software & Inf. Technol., Tianjin Univ., Tianjin, China|c|	
	VAST+InfoVis+SciVis	Dec. 2013	UTOPIAN: User-Driven Topic Modeling Based on Interactive Nonnegative Matrix Factorization	10.1109/TVCG.2013.212	http://dx.doi.org/10.1109/TVCG.2013.212	1992	2001	6634167	data analysis;data visualisation;interactive systems;matrix decomposition;text analysis	UTOPIAN;flexible visual analytics system;latent Dirichlet allocation;probabilistic graphical modeling;real-world document corpuses;reliable visual analytics system;semisupervised formulation;text document collection analysis;topic modeling method;topic modeling techniques;user feedback;user-driven manner;user-driven topic modeling based on interactive nonnegative matrix factorization;visual text analytics	Analytical models;Computational modeling;Context modeling;Interactive states;Visual analytics	Analytical models;Computational modeling;Context modeling;Interactive states;Latent dirichlet allocation;Visual analytics;interactive clustering;nonnegative matrix factorization;text analytics;topic modeling;visual analytics	Topic modeling has been widely used for analyzing text document collections. Recently, there have been significant advancements in various topic modeling techniques, particularly in the form of probabilistic graphical modeling. State-of-the-art techniques such as Latent Dirichlet Allocation (LDA) have been successfully applied in visual text analytics. However, most of the widely-used methods based on probabilistic modeling have drawbacks in terms of consistency from multiple runs and empirical convergence. Furthermore, due to the complicatedness in the formulation and the algorithm, LDA cannot easily incorporate various types of user feedback. To tackle this problem, we propose a reliable and flexible visual analytics system for topic modeling called UTOPIAN (User-driven Topic modeling based on Interactive Nonnegative Matrix Factorization). Centered around its semi-supervised formulation, UTOPIAN enables users to interact with the topic modeling method and steer the result in a user-driven manner. We demonstrate the capability of UTOPIAN via several usage scenarios with real-world document corpuses such as InfoVis/VAST paper data set and product review data sets.	Jaegul Choo	Georgia Inst. of Technol., Atlanta, GA, USA|c|	
	VAST+InfoVis+SciVis	Dec. 2013	HierarchicalTopics: Visually Exploring Large Text Collections Using Topic Hierarchies	10.1109/TVCG.2013.162	http://dx.doi.org/10.1109/TVCG.2013.162	2002	2011	6634160	computational complexity;data visualisation;text analysis;trees (mathematics);user interfaces;vocabulary	HierarchicalTopic;computational algorithm;hierarchical topic structure;interactive visual interface;interactive visualizations;text collections;text corpora;textual collections;topic groups;topic hierarchy;topic rose tree;topic-based text summarization methods;topic-based visualizations;user feedback;user interactions;visual analytics system;vocabulary	Algorithm design and analysis;Analytical models;Computational modeling;Text mining;Visual analytics;Vocabulary	Algorithm design and analysis;Analytical models;Computational modeling;Hierarchical topic representation;Text mining;Visual analytics;Vocabulary;rose tree;topic modeling;visual analytics	Analyzing large textual collections has become increasingly challenging given the size of the data available and the rate that more data is being generated. Topic-based text summarization methods coupled with interactive visualizations have presented promising approaches to address the challenge of analyzing large text corpora. As the text corpora and vocabulary grow larger, more topics need to be generated in order to capture the meaningful latent themes and nuances in the corpora. However, it is difficult for most of current topic-based visualizations to represent large number of topics without being cluttered or illegible. To facilitate the representation and navigation of a large number of topics, we propose a visual analytics system - HierarchicalTopic (HT). HT integrates a computational algorithm, Topic Rose Tree, with an interactive visual interface. The Topic Rose Tree constructs a topic hierarchy based on a list of topics. The interactive visual interface is designed to present the topic content as well as temporal evolution of topics in a hierarchical fashion. User interactions are provided for users to make changes to the topic hierarchy based on their mental model of the topic space. To qualitatively evaluate HT, we present a case study that showcases how HierarchicalTopics aid expert users in making sense of a large number of topics and discovering interesting patterns of topic groups. We have also conducted a user study to quantitatively evaluate the effect of hierarchical topic structure. The study results reveal that the HT leads to faster identification of large number of relevant topics. We have also solicited user feedback during the experiments and incorporated some suggestions into the current version of HierarchicalTopics.	Wenwen Dou	Univ. of North Carolina at Charlotte, Charlotte, NC, USA|c|	
	VAST+InfoVis+SciVis	Dec. 2013	Visual Analysis of Topic Competition on Social Media	10.1109/TVCG.2013.221	http://dx.doi.org/10.1109/TVCG.2013.221	2012	2021	6634134	data visualisation;social networking (online)	2012 United States presidential election;Occupy Wall Street movement;ThemeRiver;Tweets;information diffusion process;metaphoric interpretation;opinion leaders;public agenda;public attention competition;social aspects;social media;storyline style visualization;timeline visualization;topic competition model;topic competitiveness;topical aspects;visual analysis techniques;visual design	Data visualization;Mathematical model;Recruitment;Social network services;Visual analytics	Data visualization;Mathematical model;Recruitment;Social media visuaization;Social network services;Visual analytics;agenda-setting;information diffusion;information propagation;topic competition	How do various topics compete for public attention when they are spreading on social media? What roles do opinion leaders play in the rise and fall of competitiveness of various topics? In this study, we propose an expanded topic competition model to characterize the competition for public attention on multiple topics promoted by various opinion leaders on social media. To allow an intuitive understanding of the estimated measures, we present a timeline visualization through a metaphoric interpretation of the results. The visual design features both topical and social aspects of the information diffusion process by compositing ThemeRiver with storyline style visualization. ThemeRiver shows the increase and decrease of competitiveness of each topic. Opinion leaders are drawn as threads that converge or diverge with regard to their roles in influencing the public agenda change over time. To validate the effectiveness of the visual analysis techniques, we report the insights gained on two collections of Tweets: the 2012 United States presidential election and the Occupy Wall Street movement.	Panpan Xu	Hong Kong Univ. of Sci. & Technol., Hong Kong, China|c|	
	VAST+InfoVis+SciVis	Dec. 2013	ScatterBlogs2: Real-Time Monitoring of Microblog Messages through User-Guided Filtering	10.1109/TVCG.2013.186	http://dx.doi.org/10.1109/TVCG.2013.186	2022	2031	6634195	decision making;emergency management;information filtering;information filters;meta data;pattern classification;query processing;social networking (online);statistical distributions	ScatterBlogs2;Twitter;co-occurrence statistical distribution;decision making;emergency management scenarios;message retrieval;metadata restrictions;microblog feeds;microblog message real-time monitoring;microblog posts;query creation;situational awareness;supervised classification;task-tailored message filters;term statistical distribution;time-critical tasks;user-defined keyword queries;user-guided filtering	Blogs;Information retrieval;Labeling;Real-time systems;Social network services;Spatiotemporal phenomena;Twitter	Blogs;Information retrieval;Labeling;Microblog analysis;Real-time systems;Social network services;Spatiotemporal phenomena;Twitter;filter construction;information visualization;live monitoring;query construction;social media monitoring;text analytics;text classification;visual analytics	The number of microblog posts published daily has reached a level that hampers the effective retrieval of relevant messages, and the amount of information conveyed through services such as Twitter is still increasing. Analysts require new methods for monitoring their topic of interest, dealing with the data volume and its dynamic nature. It is of particular importance to provide situational awareness for decision making in time-critical tasks. Current tools for monitoring microblogs typically filter messages based on user-defined keyword queries and metadata restrictions. Used on their own, such methods can have drawbacks with respect to filter accuracy and adaptability to changes in trends and topic structure. We suggest ScatterBlogs2, a new approach to let analysts build task-tailored message filters in an interactive and visual manner based on recorded messages of well-understood previous events. These message filters include supervised classification and query creation backed by the statistical distribution of terms and their co-occurrences. The created filter methods can be orchestrated and adapted afterwards for interactive, visual real-time monitoring and analysis of microblog feeds. We demonstrate the feasibility of our approach for analyzing the Twitter stream in emergency management scenarios.	Bosch, H.	Visualization & Interactive Syst., Univ. of Stuttgart, Stuttgart, Germany|c|	
	VAST+InfoVis+SciVis	Dec. 2013	Visual Analytics for Multimodal Social Network Analysis: A Design Study with Social Scientists	10.1109/TVCG.2013.223	http://dx.doi.org/10.1109/TVCG.2013.223	2032	2041	6634091	data visualisation;network theory (graphs);pattern recognition;social networking (online);social sciences computing	PNLB;coauthorship pattern analysis;formative design process;mSNA;multimodal social network analysis;network metrics;organization asymmetric relations;parallel node-link bands;social science;visual analytics tools;visual representation	Complexity theory;Data visualization;Design methodology;Social network services;User centered design;Visual analytics	Complexity theory;Data visualization;Design methodology;Design study;Social network services;User centered design;Visual analytics;interaction;multimodal graphs;node-link diagrams;qualitative evaluation;user-centered design	Social network analysis (SNA) is becoming increasingly concerned not only with actors and their relations, but also with distinguishing between different types of such entities. For example, social scientists may want to investigate asymmetric relations in organizations with strict chains of command, or incorporate non-actors such as conferences and projects when analyzing coauthorship patterns. Multimodal social networks are those where actors and relations belong to different types, or modes, and multimodal social network analysis (mSNA) is accordingly SNA for such networks. In this paper, we present a design study that we conducted with several social scientist collaborators on how to support mSNA using visual analytics tools. Based on an openended, formative design process, we devised a visual representation called parallel node-link bands (PNLBs) that splits modes into separate bands and renders connections between adjacent ones, similar to the list view in Jigsaw. We then used the tool in a qualitative evaluation involving five social scientists whose feedback informed a second design phase that incorporated additional network metrics. Finally, we conducted a second qualitative evaluation with our social scientist collaborators that provided further insights on the utility of the PNLBs representation and the potential of visual analytics for mSNA.	Ghani, S.	Sch. of Electr. & Comput. Eng., Purdue Univ., West Lafayette, IN, USA|c|	
	VAST+InfoVis+SciVis	Dec. 2013	Explainers: Expert Explorations with Crafted Projections	10.1109/TVCG.2013.157	http://dx.doi.org/10.1109/TVCG.2013.157	2042	2051	6634124	data visualisation;learning (artificial intelligence);optimisation	crafted projection function;expert exploration;explainers;high-dimensional data;machine learning optimization framework;user-specified annotation	Cities and towns;Optimization;Quantization (signal);Support vector machines;Text mining	Cities and towns;High-dimensional spaces;Optimization;Quantization (signal);Support vector machines;Text mining;exploration;support vector machines	This paper introduces an approach to exploration and discovery in high-dimensional data that incorporates a user's knowledge and questions to craft sets of projection functions meaningful to them. Unlike most prior work that defines projections based on their statistical properties, our approach creates projection functions that align with user-specified annotations. Therefore, the resulting derived dimensions represent concepts defined by the user's examples. These especially crafted projection functions, or explainers, can help find and explain relationships between the data variables and user-designated concepts. They can organize the data according to these concepts. Sets of explainers can provide multiple perspectives on the data. Our approach considers tradeoffs in choosing these projection functions, including their simplicity, expressive power, alignment with prior knowledge, and diversity. We provide techniques for creating collections of explainers. The methods, based on machine learning optimization frameworks, allow exploring the tradeoffs. We demonstrate our approach on model problems and applications in text analysis.	Gleicher, M.	Dept. of Comput. Sci., Univ. of Wisconsin - Madison, Madison, WI, USA|c|	
