Paper ID	Conference	Year	Title	DOI	Link	First Page	Last Page	IEEE Xplore Article Number	INSPEC Controlled	INSPEC Non-Controlled	IEEE Terms	Author Keywords	Abstract	Author Names	Author Affiliations	Author IDs
	InfoVis	19-20 Oct 1998	Algorithm visualization for distributed environments	10.1109/INFVIS.1998.729561	http://dx.doi.org/10.1109/INFVIS.1998.729561	71	78, 154	729561	Internet;client-server systems;computer animation;distributed algorithms;program visualisation	VADE;Web page;algorithm visualization;animations;asynchronous distributed systems;client machine;conceptual model;distributed algorithms;distributed environments;server machines	Algorithm design and analysis;Animation;Code standards;Displays;Distributed algorithms;Education;Parallel algorithms;Programming profession;Visualization;World Wide Web		The paper investigates the visualization of distributed algorithms. We present a conceptual model and a system, VADE, that realizes this model. Since in asynchronous distributed systems there is no way of knowing (let alone, visualizing) the “real” execution, we show how to generate a visualization which is consistent with the execution of the distributed algorithm. We also present the design and implementation of our system. VADE is designed so that the algorithm runs on the server's machines while the visualization is executed on a Web page on the client's machine. Programmers can write animations quickly and easily with the assistance of VADE's libraries	Moses, Y.;Polunsky, Z.;Tal, A.;Ulitsky, L.	Dept. of Electr. Eng., Technion-Israel Inst. of Technol., Haifa, Israel|c|;;;	37371861000;37374449900;37337567000;37374450900
	InfoVis	19-20 Oct 1998	Geographic visualization: designing manipulable maps for exploring temporally varying georeferenced statistics	10.1109/INFVIS.1998.729563	http://dx.doi.org/10.1109/INFVIS.1998.729563	87	94, 156	729563	cartography;computer animation;data analysis;data visualisation;geographic information systems;health care;medical information systems;statistical databases;time series	cartographic visualization;cartography;data analysis strategies;data extremes;experts;exploratory data analysis;geographic information systems;geographic pattern changes;geographic visualization;georeferenced information;georeferenced variable similarity;hypothesis generation;information visualization;manipulable dynamic GVis tools;manipulable map design;pattern noticing;qualitative exploratory analysis;spatiotemporal patterns;system use;temporally varying georeferenced statistics exploration;time series multivariate georeferenced health statistics;transaction logs;verbal protocols;visual thinking	Animation;Data analysis;Data visualization;Electronic design automation and methodology;Geographic Information Systems;Information analysis;Protocols;Prototypes;Spatiotemporal phenomena;Statistics		Geographic visualization, sometimes called cartographic visualization, is a form of information visualization in which principles from cartography, geographic information systems (GIS), exploratory data analysis (EDA), and information visualization more generally are integrated in the development and assessment of visual methods that facilitate the exploration, analysis, synthesis, and presentation of georeferenced information. The authors report on development and use of one component of a prototype GVis environment designed to facilitate exploration, by domain experts, of time series multivariate georeferenced health statistics. Emphasis is on how manipulable dynamic GVis tools may facilitate visual thinking, pattern noticing, and hypothesis generation. The prototype facilitates the highlighting of data extremes, examination of change in geographic patterns over time, and exploration of similarity among georeferenced variables. A qualitative exploratory analysis of verbal protocols and transaction logs is used to characterize system use. Evidence produced through the characterization highlights differences among experts in data analysis strategies (particularly in relation to the use of attribute “focusing” combined with time series animation) and corresponding differences in success at noticing spatiotemporal patterns	MacEachren, A.M.;Boscoe, F.P.;Haug, D.;Pickle, L.W.	Dept. of Geogr., Pennsylvania State Univ., University Park, PA, USA|c|;;;	37374699000;37374699200;37374702200;37374700700
	InfoVis	19-20 Oct 1998	The shape of Shakespeare: visualizing text using implicit surfaces	10.1109/INFVIS.1998.729568	http://dx.doi.org/10.1109/INFVIS.1998.729568	121	129, 160	729568	data visualisation;text analysis	3D arrangement;connected shape;corpus meta-data;document content;document content mapping;document corpus;document relationships;free-form text;global content differences;global content similarities;global contextual information;implicit surfaces;information visualization;inter-document relationships;local contextual information;nonvisual information;shape;similarity scoring;text visualization;transparent clusters;visual clustering method	Amorphous materials;Animation;Humans;Information analysis;Navigation;Neural networks;Scattering;Self organizing feature maps;Shape control;Visualization		Information visualization focuses on the use of visual means for exploring non-visual information. While free-form text is a rich, common source of information, visualization of text is a challenging problem since text is inherently non-spatial. The paper explores the use of implicit surface models for visualizing text. The authors describe several techniques for text visualization that aid in understanding document content and document relationships. A simple method is defined for mapping document content to shape. By comparing the shapes of multiple documents, global content similarities and differences may be noted. In addition, they describe a visual clustering method in which documents are arranged in 3D based upon similarity scoring. Documents deemed closely related blend together as a single connected shape. Hence, a document corpus becomes a collection of shapes that reflect inter-document relationships. These techniques provide methods to visualize individual documents as well as corpus meta-data. They then combine the two techniques to produce transparent clusters enclosing individual document shapes. This provides a way to visualize both local and global contextual information. Finally, they elaborate on several potential applications of these methods	Rohrer, R.M.;Ebert, D.S.;Sibert, J.L.	Dept. of Electr. Eng. & Comput. Sci., George Washington Univ., Washington, DC, USA|c|;;	37373506600;38472155600;37265573100
	InfoVis	19-20 Oct 1998	Dynamic aggregation with circular visual designs	10.1109/INFVIS.1998.729557	http://dx.doi.org/10.1109/INFVIS.1998.729557	35	43, 151	729557	data visualisation;interactive systems;spatial data structures;user interfaces	aggregate levels;aggregation level control;aggregation methods;aggregation process;automatic aggregation;binning;circular visual designs;context maintenance;continuous change;dynamic aggregation;feedback;interactive manipulation;large data set management;spatially based aggregates;visual representation	Aggregates;Computer science;Data visualization;Displays;Electrical capacitance tomography;Encoding;Usability		One very effective method for managing large data sets is aggregation or binning. We consider two aggregation methods that are tightly coupled with interactive manipulation and the visual representation of the data. Through this integration we hope to provide effective support for the aggregation process, specifically by enabling: 1) automatic aggregation, 2) continuous change and control of the aggregation level, 3) spatially based aggregates, 4) context maintenance across different aggregate levels, and 5) feedback on the level of aggregation	Chuah, M.C.	Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA|c|	37343565300
	InfoVis	19-20 Oct 1998	LensBar-visualization for browsing and filtering large lists of data	10.1109/INFVIS.1998.729567	http://dx.doi.org/10.1109/INFVIS.1998.729567	113	120, 159	729567	data visualisation;graphical user interfaces;information retrieval;list processing	LensBar;browsing;filtering features;graphical interface tool;information retrieval;large data list filtering;large data list visualization;querying;scroll window;slide;textual data;zooming features	Computer science;Control systems;Data visualization;Information filtering;Information filters;Information retrieval;Laboratories;Motion pictures;Pattern matching;Production systems		The author proposes a simple and powerful graphical interface tool called the LensBar for filtering and visualizing large lists of data. Browsing and querying are the most important tasks in retrieving information and LensBar integrates the two techniques into a simple scroll window with slider. While it looks familiar to users of conventional graphical interface tools, its filtering and zooming features offer sophisticated handling of large lists of textual data	Masui, T.	Sony Comput. Sci. Labs. Inc., Tokyo, Japan|c|	37357771900
	InfoVis	19-20 Oct 1998	Comparative visualization of protein structure-sequence alignments	10.1109/INFVIS.1998.729566	http://dx.doi.org/10.1109/INFVIS.1998.729566	106	110, 158	729566	biology computing;data visualisation;molecular biophysics;molecular configurations;proteins	3D shape prediction;abstract shapes;amino acid side chain rotation;comparative streamline visualization;comparative visualization;glyphs;high resolution display;low resolution molecular graphics tool;low resolution representation;protein alignment information mapping;protein fold recognition;protein similarity;protein structure-sequence alignments;spatial orientations;target sequence;threading	Amino acids;Bioinformatics;Computer science;Data visualization;Displays;Prediction methods;Protein engineering;Shape;Spatial resolution;Target recognition			Hansen, M.;Meads, D.;Pang, A.	Dept. of Comput. Sci., California Univ., CA, USA|c|;;	37374024300;37374564600;37267352000
	InfoVis	19-20 Oct 1998	Visualizing decision table classifiers	10.1109/INFVIS.1998.729565	http://dx.doi.org/10.1109/INFVIS.1998.729565	102	105, 157	729565	data visualisation;decision tables;learning (artificial intelligence);pattern classification	attributes;classification models;decision table classifier visualization;dimensional stacking;hierarchical table;interaction;machine learning algorithms;prediction	Classification tree analysis;Data mining;Data visualization;Decision trees;Displays;Graphics;Layout;Predictive models;Stacking;Training data		Decision tables, like decision trees or neural nets, are classification models used for prediction. They are induced by machine learning algorithms. A decision table consists of a hierarchical table in which each entry in a higher level table gets broken down by the values of a pair of additional attributes to form another table. The structure is similar to dimensional stacking. A visualization method is presented that allows a model based on many attributes to be understood even by those unfamiliar with machine learning. Various forms of interaction are used to make this visualization more useful than other static designs	Becker, B.G.	Silicon Graphics Inc., Mountain View, CA, USA|c|	37363099200
	InfoVis	19-20 Oct 1998	Similarity clustering of dimensions for an enhanced visualization of multidimensional data	10.1109/INFVIS.1998.729559	http://dx.doi.org/10.1109/INFVIS.1998.729559	52	60, 153	729559	computational complexity;data mining;data visualisation	NP complete;data dimensions;enhanced visualization;global similarity;hard problems;heuristic algorithms;multidimensional data;parallel coordinates;recursive pattern;scatterplots;similar behavior;similarity clustering;similarity measures;systematic approach;two dimensional arrangement;visualization techniques	Data visualization;Euclidean distance;Humans;Laboratories;Multidimensional systems;Shape		The order and arrangement of dimensions (variates) is crucial for the effectiveness of a large number of visualization techniques such as parallel coordinates, scatterplots, recursive pattern, and many others. We describe a systematic approach to arrange the dimensions according to their similarity. The basic idea is to rearrange the data dimensions such that dimensions showing a similar behavior are positioned next to each other. For the similarity clustering of dimensions, we need to define similarity measures which determine the partial or global similarity of dimensions. We then consider the problem of finding an optimal one- or two-dimensional arrangement of the dimensions based on their similarity. Theoretical considerations show that both, the one- and the two-dimensional arrangement problem are surprisingly hard problems, i.e. they are NP complete. Our solution of the problem is therefore based on heuristic algorithms. An empirical evaluation using a number of different visualization techniques shows the high impact of our similarity clustering of dimensions on the visualization results	Ankerst, M.;Berchtold, S.;Keim, D.A.	Munich Univ., Germany|c|;;	37371609900;37374589200;37283138700
	InfoVis	19-20 Oct 1998	WEBPATH-a three dimensional Web history	10.1109/INFVIS.1998.729553	http://dx.doi.org/10.1109/INFVIS.1998.729553	3	10, 148	729553	Internet;data visualisation;information retrieval;online front-ends;real-time systems;virtual reality	WEBPATH;WWW browsers;WWW users;browse history;browsing;history mechanisms;searching techniques;tailorable real time visualisation;three dimensional Web history;traditional Web browsers;usability studies;virtual reality based application	Chromium;Computer graphics;Computer science;Electrical capacitance tomography;History;Navigation;Usability;Virtual reality;Visualization;World Wide Web		A number of usability studies report that many users of the WWW cannot find pages already visited, additionally many users cannot visualise where they are, or where they have been browsing. Currently, readily available WWW browsers provide history mechanisms that offer little or no support in the presentation and manipulation of visited sites. Manipulation and presentation of usage data, such as a browse history has been used in a number of cases to aid users in searching for previously attained data, and to teach or assist other users in their browse or searching techniques. The paper presents a virtual reality (VR) based application to be used alongside traditional Web browsers, which provides them with a flexibly tailorable real time visualisation of their history	Frecon, E.;Smith, G.	Swedish Inst. of Comput. Sci., Sweden|c|;	37265491900;37365189200
	InfoVis	19-20 Oct 1998	IVORY-an object-oriented framework for physics-based information visualization in Java	10.1109/INFVIS.1998.729562	http://dx.doi.org/10.1109/INFVIS.1998.729562	79	86, 155	729562	Java;client-server systems;data visualisation;interactive systems;physics computing;virtual reality languages	IVML;IVORY;Java;NT 4;VRML 2 exports;VRML plugged-in WWW browser;advanced plug-in mechanism;client server setup;haptic interface;information visualization applications;interactive visualization examples;multidimensional graph layout;object oriented framework;physics based visualization;platform-independent framework;script language;thin clients;visual metaphors	Application software;Computer science;Data mining;Data visualization;Haptic interfaces;Java;Libraries;Multidimensional systems;Object oriented modeling;Plugs		We present IVORY a newly developed, platform-independent framework for physics based visualization. IVORY is especially designed for information visualization applications and multidimensional graph layout. It is fully implemented in Java 1.1 and its architecture features client server setup, which allows us to run the visualization even on thin clients. In addition, VRML 2.0 exports can be viewed by any VRML plugged-in WWW browser. Individual visual metaphors are invoked into IVORY via an advanced plug-in mechanism, where plug-ins can be implemented by any experienced user. The configuration of IVORY is accomplished using a script language, called IVML. Some interactive visualization examples, such as the integration of a haptic interface illustrate the performance and versatility of our system. Our current implementation supports NT 4.0	Sprenger, T.C.;Gross, M.H.;Bielser, D.	Dept. of Comput. Sci., Fed. Inst. of Technol., Zurich, Switzerland|c|;;	37374656700;37275694700;37374656400
