Paper ID	Conference	Year	Title	DOI	Link	First Page	Last Page	IEEE Xplore Article Number	INSPEC Controlled	INSPEC Non-Controlled	IEEE Terms	Author Keywords	Abstract	Author Names	Author Affiliations	Author IDs
	SciVis	23-26 Oct 1990	Visualization of irregular multivariate data	10.1109/VISUAL.1990.146388	http://dx.doi.org/10.1109/VISUAL.1990.146388	247	254, 478-9	146388	computer graphics;interpolation	3-D volume;3-D volumetric regions;arbitrary locations;closed 3-D surface;higher dimensional spaces;irregular multivariate data;irregularly located data;scalar valued functions representation;tetrahedral based visualization;thin-plate spline methods;triangular based visualisation;two-dimensional plane;vector valued functions	Chemicals;Computer science;Data visualization;Ear;Geology;Graphics;Linear systems;Packaging;Sampling methods;Spline		The authors discuss effective techniques for representing scalar and vector valued functions that interpolate to irregularly located data. Special attention is given to the situations where the sampling domain is a two-dimensional plane, 3-D volume, or a closed 3-D surface. The authors first discuss the multiquadric and thin-plate spline methods for interpolating scalar data sampled at arbitrary locations in a plane. Straightforward generalizations are then made to data sampled in 3-D volumetric regions as well as in higher dimensional spaces. The globally defined interpolants can be evaluated on a fine regular grid and they can then be visualized using conventional techniques. Triangular and tetrahedral based visualization techniques are also presented	Foley, T.A.;Lane, D.A.	Dept. of Comput. Sci., Arizona State Univ., Tempe, AZ, USA|c|;	37393753600;38227316500
	SciVis	23-26 Oct 1990	Visualizing a scalar field on an N-dimensional lattice	10.1109/VISUAL.1990.146389	http://dx.doi.org/10.1109/VISUAL.1990.146389	255	262, 479-480	146389	computer graphics;graph theory	N-dimensional independent variables lattice;hierarchical method of plotting;lattice-like fashion;multidimensional graph;regular grid;scalar field visualisation	Data visualization;Graphics;Lattices;Physics;Sampling methods			Mihalisin, T.;Gawlinski, E.;Timlin, J.;Schwegler, J.	Dept. of Phys., Temple Univ., Philadelphia, PA, USA|c|;;;	37314757900;37312472600;37567607700;37938366000
	SciVis	23-26 Oct 1990	Applying space subdivision techniques to volume rendering	10.1109/VISUAL.1990.146377	http://dx.doi.org/10.1109/VISUAL.1990.146377	150	159, 470	146377	computational geometry;computer graphics;computerised tomography;data structures;trees (mathematics)	CAT scan;MRI;animation sequences;bounding volumes;data structure;electron density distributions;k-d tree;median-cut space partitioning scheme;original voxel grid;preprocessing step;ray-tracing algorithm;space subdivision techniques;three-dimensional space;volume rendering;voxels	Algorithm design and analysis;Biomedical imaging;Data visualization;Distributed computing;Graphics;Hardware;High performance computing;Ray tracing;Rendering (computer graphics);Sea surface			Subramanian, K.R.;Fussell, D.S.	;	38185263800;37300594200
	SciVis	23-26 Oct 1990	Volume visualization in cell biology	10.1109/VISUAL.1990.146378	http://dx.doi.org/10.1109/VISUAL.1990.146378	160	168, 471-2	146378	biological techniques and instruments;biology computing;cellular biophysics;computer graphics;computerised picture processing	Bio-Rad MRC 600 confocal fluorescence microscope;BioCube environment;actin cytoskeleton;actin structures;cell biology;cellular structures;discontinuity;fluorescent probe;nerve cells;neuroblastoma;noise;raggedness;shading;slice dataset;surface discrimination;tissue culture;volumetric cell data	Biological cells;Biomedical optical imaging;Cells (biology);Computed tomography;Data visualization;Fluorescence;Optical microscopy;Proteins;Sequences;Shape		The authors discuss the special properties of volumetric cell data (e.g., noise, discontinuity, raggedness) and the particular difficulties encountered when trying to visualize them in three dimensions. The authors describe some of the solutions adopted, specifically in surface discrimination and shading. Nerve cells (neuroblastoma) grown in tissue culture were selected as the biological preparation because these cells possess very rich actin structures. The cells were stained with a fluorescent probe specific for actin (rhodamine-phalloidin) and were viewed and optically sectioned using the Bio-Rad MRC 600 confocal fluorescence microscope. The slice dataset was then reconstructed and processed in the BioCube environment, a comprehensive system developed for volume visualization of cellular structures. The actin cytoskeleton of single cells was visualized and manipulated using this system	Kaufman, A.;Bakalash, R.	Dept. of Comput. Sci., State Univ. of New York, Stony Brook, NY, USA|c|;	37268052800;38158765400
	SciVis	23-26 Oct 1990	Design of an end-user data visualization system	10.1109/VISUAL.1990.146397	http://dx.doi.org/10.1109/VISUAL.1990.146397	323	328, 487	146397	computer graphics;graphical user interfaces	cohesive paradigm;computational fluid dynamics;earth;end-user data visualization system;finite-element analysis;heterogeneous hardware environment;interactive analysis;platform-independent graphics layer;portability;space sciences;three-dimensional scalar;user interface management system;vector data	Application software;Computational fluid dynamics;Computer architecture;Data visualization;Finite element methods;Geoscience;Graphics;Hardware;Program processors;Workstations		The authors describe the architecture of an end-user visualization system that supports interactive analysis of three-dimensional scalar and vector data in a heterogeneous hardware environment. The system supports a variety of visualization methods with applicability in disciplines such as computational fluid dynamics, earth, and space sciences, and finite-element analysis. The authors discuss how design goals and hardware constraints lead to a simple, cohesive paradigm for implementing a powerful, flexible, and portable visualization system. To assure efficient operation across a broad range of hardware platforms, the tools were implemented so that their interactivity is largely independent of data complexity. To gain portability, the system was built on a platform-independent graphics layer and user interface management system. The authors outline general concerns with current visualization methods and show how the approach simplifies the visualization process	Brittain, D.L.;Aller, J.;Wilson, M.;Wang, S.-L.C.	Wavefront Technol. Inc., Santa Barbara, CA, USA|c|;;;	38169454400;38227333000;38161322300;38226554700
	SciVis	23-26 Oct 1990	Wide-band relativistic Doppler effect visualization	10.1109/VISUAL.1990.146368	http://dx.doi.org/10.1109/VISUAL.1990.146368	83	92, 465-7	146368	Doppler effect;computer graphics;electromagnetic wave propagation;splines (mathematics)	Doppler shift simulation;EM wave;computationally expensive;display RGB values;electromagnetic wave bandwidth;nonvisible thermal spectra;shading;shading loop;spectral curves;spline functions;surface property description;temperature-dependent emission spectral distribution;thermal radiation;wideband relativistic Doppler effect visualisation	Bandwidth;Doppler effect;Doppler shift;Electromagnetic radiation;Electromagnetic scattering;Optical imaging;Spline;Surface waves;Visualization;Wideband		The authors present a flexible and efficient method to simulate the Doppler shift. In this new method the spectral curves of surface properties and light composition are represented by spline functions of wavelength. These functions can cover the entire electromagnetic (EM) waves bandwidth, and incorporate the thermal radiation of objects into the surface property description. In particular, a temperature-dependent emission spectral distribution can be assigned to each object for imaging the nonvisible thermal spectra which may become visible due to blue shift. The Doppler shift and shading operations are performed through the manipulation of spline coefficients. The evaluation of the spline functions, which is computationally expensive, is only carried out once-at the end of each shading loop for generating the display RGB values	Hsiung, P.-K.;Thibadeau, R.H.;Cox, C.B.;Dunn, R.H.P.;Wu, M.;Olbrich, P.A.	Carnegie Mellon Univ., Pittsburgh, PA, USA|c|;;;;;	37673708000;37355901300;38224230000;37684312600;38225786100;38224474700
	SciVis	23-26 Oct 1990	A problem-oriented classification of visualization techniques	10.1109/VISUAL.1990.146375	http://dx.doi.org/10.1109/VISUAL.1990.146375	139	143, 469	146375	computer graphics;computerised pattern recognition	catalog;composite representation;problem-oriented classification;scientific visualization;visualization techniques	Acceleration;Application software;Bars;Brain;Computer science;Data visualization;Displays;Earth;Logic		Progress in scientific visualization could be accelerated if workers could more readily find visualization techniques relevant to a given problem. The authors describe an approach to this problem, based on a classification of visualization techniques, that is independent of particular application domains. A user breaks up a problem into subproblems, describes these subproblems in terms of the objects to be represented and the operations to be supported by a representation, locates applicable visualization techniques in a catalog, and combines these representations into a composite representation for the original problem. The catalog and its underlying classification provide a way for workers in different application disciplines to share methods	Wehrend, S.;Lewis, C.	Colorado Univ., Boulder, CO, USA|c|;	38222492800;37380191400
	SciVis	23-26 Oct 1990	Hierarchical triangulation using terrain features	10.1109/VISUAL.1990.146379	http://dx.doi.org/10.1109/VISUAL.1990.146379	168	175	146379	computational geometry;computer animation	animation;data structure;digital elevation model;grid form;hierarchical triangulation;slivers;terrain features;tree;triangulated irregular network	Analytical models;Animation;Data systems;Geometry;Medical simulation;Surface treatment;Testing;Tin;Tree data structures;Writing		A hierarchical triangulation built from a digital elevation model in grid form is described. The authors present an algorithm that produces a hierarchy of triangulations in which each level of the hierarchy corresponds to a guaranteed level of accuracy. The number of very thin triangles (slivers) is significantly reduced. Such triangles produced undesirable effects in animation. In addition the number of levels of the triangulated irregular network (TIN) tree is reduced. This speeds up searching within the data structure. Tests on data with digital elevation input have confirmed the theoretical expectations. On eight such sets the average sliveriness with the method was between 1/5 and 1/10 of old triangulations and number of levels was about one third. There was an increase in the number of descendants at each level, but the total number of triangles was also lower	Scarlatos, L.;Pavlidis, T.	Grumman Data Syst., Woodbury, NY, USA|c|;	37378511100;37357427000
	SciVis	23-26 Oct 1990	Visualization for the information age	10.1109/VISUAL.1990.146414	http://dx.doi.org/10.1109/VISUAL.1990.146414	429		146414	computer graphic equipment;high definition television	America;Europe;HDTV;HDTV hardware;Japan;accelerator boards;data compression;interactive graphics peripherals;man/machine interface;television industries	Communication industry;Data compression;Europe;Graphics;HDTV;Hardware;Production;TV;Visualization;Workstations		Summary form only given. The basic parameters of current TV, the origins of HDTV, and the various types of TV systems being proposed in Japan, America and Europe are reviewed. Available HDTV hardware, new applications that this hardware enables, and the economics involved are discussed. How HDTV fits into the film and television industries from the perspectives of production, distribution, and creativity, HDTV's demands upon telecommunications, and why data compression plays a critical role have been examined. The evolution of the present workstation from many analytical perspectives, leading up to the most recent product introductions of all the major vendors, developments in accelerator boards and interactive graphics peripherals, and the evolution of the man/machine interface are discussed	Herr, L.	Pacific Interface, New York, NY, USA|c|	38224901300
	SciVis	23-26 Oct 1990	A journey into the fourth dimension [visualization]	10.1109/VISUAL.1990.146385	http://dx.doi.org/10.1109/VISUAL.1990.146385	219	229, 476-477	146385	computer animation	4-D objects;complex numbers;computer animation;fast ray tracing;fly-through;four-dimensional Mandelbrot set;fourth dimension;fractal;quadratic function;quaternions;rotation;table lookup;translation	Animation;Books;Computer science;Fractals;H infinity control;Quaternions;Shape;Solid modeling;Table lookup;Visualization		It is shown that by a simple (one-way) mapping from quaternions to complex numbers, the problem of generating a four-dimensional Mandelbrot set by iteration of a quadratic function in quaternions can be reduced to iteration of the same function in the complex domain, and thus, the function values in 4-D can be obtained by a simple table lookup. The computations are cut down by an order. Simple ways of displaying the fractal without shading and ways of fast ray tracing such a fractal using the table so generated are discussed. Further speedup in ray tracing can be achieved by estimates of a distance of a point from the Mandelbrot set. Animation is a key factor in visualizing 4-D objects. Three types of animation are attempted: translation in 4-D, rotation in 4-D, and fly-through in 3-D	Ke, Y.;Panduranga, E.S.	Dept. of Comput. Sci., Saskatchewan Univ., Saskatoon, Sask., Canada|c|;	38225470800;38222550000
	SciVis	23-26 Oct 1990	Visualization and three-dimensional image processing of positron emission tomography (PET) brain images	10.1109/VISUAL.1990.146376	http://dx.doi.org/10.1109/VISUAL.1990.146376	144	149, 469	146376	brain;computer graphics;computerised picture processing;computerised tomography;radioisotope scanning and imaging;visual perception	3D image processing visualisation;anatomical information;brain images;brightness;caudate nucleus;color;diagnostic nuclear medicine;glucose metabolism;human visual system;interhemispheric fissure;perception;physiology;positron emission tomography;psychophysical considerations;thalamus;volume rendering algorithms	Brain;Brightness;Humans;Image processing;Physiology;Positron emission tomography;Psychology;Rendering (computer graphics);Visual system;Visualization		The author applied image processing and volume rendering algorithms together with considerations on the physiology of the human visual system to improve the quality of perception of the information contained in positron emission tomography (PET) brain images, and to highlight the existing anatomical information. The psychophysical considerations for selecting color and brightness level are used to visualize functional and anatomical structures in three dimensions. One is able to perceive in the images the levels of rates of glucose metabolism of regions in the brain and their relative locations. In addition, some of the anatomic structures, such as the interhemispheric fissure, the caudate nucleus, and the thalamus, are apparent	Gershon, N.D.	MITRE Corp., McLean, VA, USA|c|	37352200300
